Date,Price,Apple Daily Return,Market Return,Equal-Weighted Return
20101007,289.22,0.000104,-0.002127,-0.001648
20101008,294.07001,0.016769,0.007606,0.009939
20101011,295.35999,0.004387,0.000551,0.001862
20101012,298.54001,0.010767,0.003649,0.00378
20101013,300.14001,0.005359,0.008782,0.011164
20101014,302.31,0.00723,-0.003667,-0.001723
20101015,314.73999,0.041117,0.000698,-0.000574
20101018,318,0.010358,0.00629,0.005744
20101019,309.48999,-0.026761,-0.017199,-0.016739
20101020,310.53,0.00336,0.011258,0.01023
20101021,309.51999,-0.003253,0.000277,-0.003003
20101022,307.47,-0.006623,0.002655,0.005055
20101025,308.84,0.004456,0.003725,0.005167
20101026,308.04999,-0.002558,-0.000428,0.000521
20101027,307.82999,-0.000714,-0.003317,-0.004156
20101028,305.23999,-0.008414,0.001145,-0.000824
20101029,300.98001,-0.013956,0.001654,0.003556
20101101,304.17999,0.010632,0.000145,-0.003474
20101102,309.35999,0.017029,0.009039,0.011684
20101103,312.79999,0.01112,0.003447,0.002305
20101104,318.26999,0.017487,0.01991,0.017268
20101105,317.13,-0.003582,0.004012,0.004517
20101108,318.62,0.004698,-0.0009,0.002147
20101109,316.07999,-0.007972,-0.00848,-0.009232
20101110,318.03,0.006169,0.005428,0.005925
20101111,316.655,-0.004323,-0.003621,-0.00441
20101112,308.03,-0.027238,-0.013378,-0.012531
20101115,307.035,-0.00323,-0.00133,-0.00131
20101116,301.59,-0.017734,-0.01684,-0.01671
20101117,300.5,-0.003614,0.00162,0.00286
20101118,308.42999,0.026389,0.015548,0.012539
20101119,306.73001,-0.005512,0.003735,0.003861
20101122,313.35999,0.021615,-0.000276,0.001011
20101123,308.73001,-0.014775,-0.014125,-0.010221
20101124,314.79501,0.019645,0.015675,0.014312
20101126,315.76001,0.003065,-0.006878,-0.002554
20101129,316.87,0.003515,-0.000909,-0.000616
20101130,311.14999,-0.018052,-0.005788,-0.005344
20101201,316.39999,0.016873,0.02081,0.013234
20101202,318.14999,0.005531,0.012216,0.008935
20101203,317.44,-0.002232,0.003957,0.005105
20101206,320.14999,0.008537,0.000028,0.00299
20101207,318.20999,-0.00606,0.000185,0.000215
20101208,321.01001,0.008799,0.001546,-0.001006
20101209,319.75751,-0.003902,0.003571,0.00349
20101210,320.56,0.00251,0.006423,0.006814
20101213,321.67001,0.003463,0.000187,-0.001501
20101214,320.29001,-0.00429,0.000282,-0.001453
20101215,320.35999,0.000218,-0.005249,-0.004134
20101216,321.25,0.002778,0.005846,0.007882
20101217,320.60999,-0.001992,0.001562,0.003671
20101220,322.20999,0.004991,0.00182,0.00071
20101221,324.20499,0.006192,0.007181,0.008653
20101222,325.16,0.002946,0.003139,0.003301
20101223,323.60001,-0.004798,-0.00119,0.000389
20101227,324.67999,0.003337,0.000674,0.003479
20101228,325.47,0.002433,0.000791,-0.00023
20101229,325.29001,-0.000553,0.002731,0.004116
20101230,323.66,-0.005011,-0.000805,0.001308
20101231,322.56,-0.003399,-0.000238,0.000871
20110103,329.57001,0.021732,0.011205,0.012533
20110104,331.29001,0.005219,-0.003887,-0.006753
20110105,334,0.00818,0.005375,0.007944
20110106,333.73001,-0.000808,-0.002518,-0.001211
20110107,336.12,0.007161,-0.001947,-0.002848
20110110,342.45499,0.018847,-0.000719,0.002287
20110111,341.64001,-0.00238,0.005025,0.005963
20110112,344.42001,0.008137,0.00902,0.008259
20110113,345.67999,0.003658,-0.001887,-0.0005
20110114,348.48001,0.0081,0.006638,0.004736
20110118,340.64999,-0.022469,0.002164,0.002518
20110119,338.84,-0.005313,-0.012229,-0.016081
20110120,332.67999,-0.01818,-0.003821,-0.0076
20110121,326.72,-0.017915,0.001268,-0.000137
20110124,337.45001,0.032842,0.006284,0.006046
20110125,341.39999,0.011705,-0.000435,-0.001076
20110126,343.85001,0.007176,0.007331,0.011708
20110127,343.20999,-0.001861,0.002122,0.001653
20110128,336.10001,-0.020716,-0.017211,-0.017784
20110131,339.32001,0.00958,0.007621,0.005212
20110201,345.03,0.016828,0.017011,0.014753
20110202,344.32001,-0.002058,-0.002218,-0.000556
20110203,343.44,-0.002556,0.002926,0.001939
20110204,346.5,0.00891,0.002168,0.001326
20110207,351.88,0.015527,0.006122,0.006745
20110208,355.20001,0.009435,0.004563,0.003895
20110209,358.16,0.008333,-0.003429,-0.00361
20110210,354.54001,-0.010107,0.001331,0.000472
20110211,356.85001,0.006515,0.006107,0.006629
20110214,359.17999,0.006529,0.00339,0.003197
20110215,359.89999,0.002005,-0.003185,-0.003015
20110216,363.13,0.008975,0.007512,0.006352
20110217,358.29999,-0.013301,0.003948,0.005617
20110218,350.56,-0.021602,0.001228,0.001088
20110222,338.60999,-0.034088,-0.021038,-0.020645
20110223,342.62,0.011843,-0.006545,-0.008481
20110224,342.88,0.000759,-0.000131,0.002655
20110225,348.16,0.015399,0.012918,0.015057
20110228,353.20999,0.014505,0.005333,0.002853
20110301,349.31,-0.011042,-0.014888,-0.011157
20110302,352.12,0.008044,0.002832,0.002967
20110303,359.56,0.021129,0.016077,0.013356
20110304,360,0.001224,-0.00589,-0.003337
20110307,355.35999,-0.012889,-0.009402,-0.009718
20110308,355.76001,0.001126,0.008078,0.008947
20110309,352.47,-0.009248,-0.00244,-0.003092
20110310,346.67001,-0.016455,-0.019775,-0.019528
20110311,351.98999,0.015346,0.006951,0.002937
20110314,353.56,0.00446,-0.005471,-0.006664
20110315,345.42999,-0.022995,-0.011139,-0.010769
20110316,330.01001,-0.04464,-0.016629,-0.010119
20110317,334.64001,0.01403,0.01221,0.00724
20110318,330.67001,-0.011863,0.004854,0.008049
20110321,339.29999,0.026098,0.016433,0.015753
20110322,341.20001,0.0056,-0.003236,-0.001224
20110323,339.19,-0.005891,0.002868,0.002902
20110324,344.97,0.017041,0.008543,0.005814
20110325,351.54001,0.019045,0.003131,0.003927
20110328,350.44,-0.003129,-0.003323,-0.001792
20110329,350.95999,0.001484,0.007159,0.005545
20110330,348.63,-0.006639,0.008219,0.007886
20110331,348.50751,-0.000351,-0.000603,0.002407
20110401,344.56,-0.011327,0.005456,0.003529
20110404,341.19,-0.009781,0.001175,0.000958
20110405,338.89001,-0.006741,0.001333,0.00192
20110406,338.04001,-0.002508,0.00173,0.002638
20110407,338.07999,0.000118,-0.002256,-0.002513
20110408,335.06,-0.008933,-0.003388,-0.004745
20110411,330.79999,-0.012714,-0.00472,-0.006491
20110412,332.39999,0.004837,-0.009235,-0.010338
20110413,336.13,0.011221,0.001298,0.001645
20110414,332.42001,-0.011037,0.000543,0.002637
20110415,327.45999,-0.014921,0.003965,0.004948
20110418,331.85001,0.013406,-0.01161,-0.011487
20110419,337.85999,0.018111,0.005726,0.003512
20110420,342.41,0.013467,0.014271,0.012661
20110421,350.69601,0.024199,0.005873,0.004946
20110425,353.009,0.006595,-0.001841,-0.000562
20110426,350.42001,-0.007334,0.008138,0.005423
20110427,350.14999,-0.000771,0.006167,0.005247
20110428,346.75,-0.00971,0.002938,0.001926
20110429,350.13,0.009748,0.003117,0.003668
20110502,346.28,-0.010996,-0.003565,-0.006003
20110503,348.20001,0.005545,-0.006642,-0.009097
20110504,349.57001,0.003935,-0.007961,-0.008801
20110505,346.75,-0.008067,-0.009445,-0.006183
20110506,346.66,-0.00026,0.004605,0.004575
20110509,347.60001,0.002712,0.006144,0.006964
20110510,349.45001,0.005322,0.008469,0.009877
20110511,347.23001,-0.006353,-0.012233,-0.011619
20110512,346.57001,-0.001901,0.004028,0.004319
20110513,340.5,-0.017515,-0.008902,-0.009009
20110516,333.29999,-0.021145,-0.006952,-0.010372
20110517,336.14001,0.008521,-0.000633,-0.004038
20110518,339.87,0.011097,0.010736,0.010977
20110519,340.53,0.001942,0.002342,0.000843
20110520,335.22,-0.015593,-0.006785,-0.004414
20110523,334.39999,-0.002446,-0.012997,-0.013172
20110524,332.19,-0.006609,-0.000394,-0.001002
20110525,336.78,0.013817,0.005075,0.005819
20110526,335,-0.005285,0.005325,0.007791
20110527,337.41,0.007194,0.00511,0.006103
20110531,347.82999,0.030882,0.010286,0.009375
20110601,345.51001,-0.00667,-0.023067,-0.019626
20110602,346.10199,0.001713,-0.000633,-0.000076
20110603,343.44,-0.007691,-0.009285,-0.009502
20110606,338.04001,-0.015723,-0.012437,-0.013344
20110607,332.04001,-0.017749,0.000266,0.001428
20110608,332.23999,0.000602,-0.005965,-0.010672
20110609,331.48999,-0.002257,0.007465,0.005505
20110610,325.89999,-0.016863,-0.014078,-0.011776
20110613,326.60001,0.002148,-0.000914,-0.005617
20110614,332.44,0.017881,0.013859,0.014384
20110615,326.75,-0.017116,-0.017293,-0.014059
20110616,325.16,-0.004866,-0.000112,-0.0008
20110617,320.26001,-0.015069,0.002157,0.001297
20110620,315.32001,-0.015425,0.005339,0.002474
20110621,325.29999,0.03165,0.015895,0.016179
20110622,322.60999,-0.008269,-0.005477,-0.003055
20110623,331.23001,0.02672,-0.00258,-0.000871
20110624,326.35001,-0.014733,-0.010571,-0.002417
20110627,332.04001,0.017435,0.008068,0.005459
20110628,335.26001,0.009698,0.013696,0.010608
20110629,334.04001,-0.003639,0.008714,0.00495
20110630,335.67001,0.00488,0.009706,0.008397
20110701,343.26001,0.022611,0.013471,0.010064
20110705,349.42999,0.017975,-0.00002,0.000809
20110706,351.76001,0.006668,0.001148,0.002874
20110707,357.20001,0.015465,0.010618,0.011712
20110708,359.70999,0.007027,-0.006331,-0.004797
20110711,354,-0.015874,-0.019341,-0.016317
20110712,353.75,-0.000706,-0.003808,-0.002238
20110713,358.01999,0.012071,0.005005,0.007494
20110714,357.76999,-0.000698,-0.008041,-0.009534
20110715,364.92001,0.019985,0.006169,0.004226
20110718,373.79999,0.024334,-0.00947,-0.011054
20110719,376.85001,0.008159,0.016155,0.013523
20110720,386.89999,0.026668,0.000053,0.000967
20110721,387.29001,0.001008,0.01225,0.008889
20110722,393.29999,0.015518,0.001441,0.001586
20110725,398.5,0.013221,-0.00628,-0.007887
20110726,403.41,0.012321,-0.004539,-0.004068
20110727,392.59,-0.026821,-0.021644,-0.021094
20110728,391.82001,-0.001961,-0.002921,-0.001403
20110729,390.48001,-0.00342,-0.005619,-0.003052
20110801,396.75,0.016057,-0.00361,-0.000879
20110802,388.91,-0.019761,-0.025643,-0.021078
20110803,392.57001,0.009411,0.004954,0.00226
20110804,377.37,-0.038719,-0.050349,-0.047411
20110805,373.62,-0.009937,-0.004785,-0.012547
20110808,353.20999,-0.054628,-0.068665,-0.072385
20110809,374.01001,0.058889,0.051214,0.047193
20110810,363.69,-0.027593,-0.038549,-0.029835
20110811,373.70001,0.027523,0.045248,0.037437
20110812,376.98999,0.008804,0.004764,0.004185
20110815,383.41,0.01703,0.022829,0.02302
20110816,380.48001,-0.007642,-0.010894,-0.012918
20110817,380.44,-0.000105,0.000845,0.000679
20110818,366.04999,-0.037825,-0.04531,-0.041324
20110819,356.03,-0.027373,-0.015358,-0.012201
20110822,356.44,0.001152,0.000037,-0.002608
20110823,373.60001,0.048143,0.033737,0.029031
20110824,376.17999,0.006906,0.011553,0.008018
20110825,373.72,-0.006539,-0.015903,-0.015381
20110826,383.57999,0.026383,0.016437,0.015544
20110829,389.97,0.016659,0.029617,0.031522
20110830,389.98999,0.000051,0.00376,0.004724
20110831,384.82999,-0.013231,0.005091,0.003022
20110901,381.03,-0.009874,-0.012121,-0.013773
20110902,374.04999,-0.018319,-0.024626,-0.022464
20110906,379.73999,0.015212,-0.008132,-0.008986
20110907,383.92999,0.011034,0.029134,0.027153
20110908,384.14001,0.000547,-0.010869,-0.012275
20110909,377.48001,-0.017337,-0.026579,-0.021056
20110912,379.94,0.006517,0.00414,-0.000416
20110913,384.62,0.012318,0.010801,0.011949
20110914,389.29999,0.012168,0.012782,0.011742
20110915,392.95999,0.009401,0.015461,0.008819
20110916,400.5,0.019188,0.003565,0.001512
20110919,411.63,0.02779,-0.010936,-0.014296
20110920,413.45001,0.004421,-0.004106,-0.009079
20110921,412.14001,-0.003168,-0.029425,-0.024666
20110922,401.82001,-0.02504,-0.034394,-0.032856
20110923,404.29999,0.006172,0.005756,0.007256
20110926,403.17001,-0.002795,0.021585,0.00989
20110927,399.26001,-0.009698,0.012843,0.015741
20110928,397.01001,-0.005635,-0.023685,-0.025358
20110929,390.57001,-0.016221,0.00822,0.006639
20110930,381.32001,-0.023683,-0.024625,-0.018836
20111003,374.60001,-0.017623,-0.031917,-0.041273
20111004,372.5,-0.005606,0.023613,0.027309
20111005,378.25,0.015436,0.019649,0.017119
20111006,377.37,-0.002327,0.020555,0.020344
20111007,369.79999,-0.02006,-0.010922,-0.013551
20111010,388.81,0.051406,0.034255,0.029485
20111011,400.29001,0.029526,0.001063,0.005101
20111012,402.19,0.004747,0.011795,0.015322
20111013,408.42999,0.015515,-0.002944,-0.000734
20111014,422,0.033225,0.017728,0.014655
20111017,419.98999,-0.004763,-0.020839,-0.020291
20111018,422.23999,0.005357,0.020777,0.018461
20111019,398.62,-0.05594,-0.014156,-0.012744
20111020,395.31,-0.008304,0.003883,0.000394
20111021,392.87,-0.006172,0.019253,0.016331
20111024,405.76999,0.032835,0.016757,0.021869
20111025,397.76999,-0.019716,-0.019814,-0.017915
20111026,400.60001,0.007115,0.011502,0.013134
20111027,404.69,0.01021,0.036207,0.036277
20111028,404.95001,0.000642,0.000257,0.000381
20111031,404.78,-0.00042,-0.024635,-0.019053
20111101,396.51001,-0.020431,-0.028595,-0.025533
20111102,397.41,0.00227,0.017068,0.017888
20111103,403.07001,0.014242,0.019189,0.015892
20111104,400.23999,-0.007021,-0.005559,-0.004275
20111107,399.73001,-0.001274,0.004912,0.000138
20111108,406.23001,0.016261,0.011208,0.010416
20111109,395.28,-0.026955,-0.037839,-0.033587
20111110,385.22,-0.02545,0.00742,0.004584
20111111,384.62,-0.001558,0.019766,0.016413
20111114,379.26001,-0.013936,-0.009368,-0.011208
20111115,388.82999,0.025233,0.004529,0.005085
20111116,384.76999,-0.010442,-0.015088,-0.010399
20111117,377.41,-0.019128,-0.017202,-0.013523
20111118,374.94,-0.006545,-0.000294,0.00096
20111121,369.01001,-0.015816,-0.018646,-0.019135
20111122,376.51001,0.020325,-0.003934,-0.004842
20111123,366.98999,-0.025285,-0.023237,-0.02258
20111125,363.57001,-0.009319,-0.003631,-0.00491
20111128,376.12,0.034519,0.030509,0.027928
20111129,373.20001,-0.007763,0.002265,-0.002146
20111130,382.20001,0.024116,0.043874,0.038155
20111201,387.92999,0.014992,-0.002276,-0.003635
20111202,389.70001,0.004563,0.000098,0.004885
20111205,393.01001,0.008494,0.010293,0.009664
20111206,390.95001,-0.005242,0.000387,-0.000491
20111207,389.09,-0.004758,0.001911,0.000724
20111208,390.66,0.004035,-0.022862,-0.022706
20111209,393.62,0.007577,0.017731,0.018907
20111212,391.84,-0.004522,-0.015541,-0.013563
20111213,388.81,-0.007733,-0.011233,-0.012526
20111214,380.19,-0.02217,-0.012734,-0.009141
20111215,378.94,-0.003288,0.003745,0.002503
20111216,381.01999,0.005489,0.004961,0.003603
20111219,382.20999,0.003123,-0.012648,-0.014677
20111220,395.95001,0.035949,0.030026,0.026932
20111221,396.44501,0.00125,0.002018,0.00141
20111222,398.54999,0.00531,0.008911,0.008202
20111223,403.32999,0.011993,0.00786,0.004194
20111227,406.53,0.007934,0.000018,-0.000984
20111228,402.64001,-0.009569,-0.013637,-0.013522
20111229,405.12,0.006159,0.010772,0.008718
20111230,405,-0.000296,-0.002582,0.002144
20120103,411.23001,0.015383,0.016152,0.017012
20120104,413.44,0.005374,-0.000447,-0.00138
20120105,418.03,0.011102,0.002928,0.004055
20120106,422.39999,0.010454,-0.002907,-0.000598
20120109,421.73001,-0.001586,0.002814,0.004418
20120110,423.23999,0.00358,0.01042,0.01111
20120111,422.54999,-0.00163,0.000951,0.004571
20120112,421.39001,-0.002745,0.003046,0.005077
20120113,419.81,-0.00375,-0.005312,-0.005005
20120117,424.70001,0.011648,0.003904,0.003767
20120118,429.10999,0.010384,0.012297,0.013701
20120119,427.75,-0.003169,0.00558,0.005448
20120120,420.29999,-0.017417,0.000881,0.003698
20120123,427.409,0.016914,0.001606,0.001857
20120124,420.41,-0.016375,-0.000804,0.003348
20120125,446.66,0.062439,0.009956,0.009547
20120126,444.63,-0.004545,-0.004906,-0.001075
20120127,447.28,0.00596,0.000698,0.00615
20120130,453.01001,0.012811,-0.003724,-0.004826
20120131,456.48001,0.00766,-0.000076,0.001781
20120201,456.19,-0.000635,0.011173,0.01373
20120202,455.12,-0.002346,0.001838,0.004402
20120203,459.67999,0.010019,0.014664,0.014936
20120206,463.97,0.009333,-0.000988,-0.000431
20120207,468.82999,0.010475,0.001391,0.001486
20120208,476.67999,0.016744,0.002189,0.00348
20120209,493.17001,0.034593,0.001002,0.000374
20120210,493.42001,0.000507,-0.008383,-0.009773
20120213,502.60001,0.018605,0.007439,0.009485
20120214,509.45999,0.013649,-0.001546,-0.004058
20120215,497.67001,-0.023142,-0.004224,-0.003162
20120216,502.20999,0.009122,0.012461,0.011497
20120217,502.12,-0.000179,0.001387,0.002727
20120221,514.84998,0.025352,0.000152,-0.002241
20120222,513.03998,-0.003516,-0.003127,-0.00419
20120223,516.39001,0.00653,0.005699,0.008054
20120224,522.40997,0.011658,0.001495,0.000411
20120227,525.76001,0.006413,0.000818,-0.000761
20120228,535.40997,0.018354,0.00291,0.000562
20120229,542.44,0.01313,-0.005676,-0.009158
20120301,544.46997,0.003742,0.006806,0.00467
20120302,545.17999,0.001304,-0.004921,-0.008031
20120305,533.15997,-0.022048,-0.004551,-0.003539
20120306,530.26001,-0.005439,-0.017379,-0.017306
20120307,530.69,0.000811,0.007942,0.009483
20120308,541.98999,0.021293,0.010859,0.010692
20120309,545.16998,0.005867,0.004495,0.007768
20120312,552,0.012528,-0.001367,-0.001611
20120313,568.09998,0.029167,0.017606,0.01448
20120314,589.58002,0.03781,-0.003915,-0.006757
20120315,585.56,-0.006818,0.006515,0.004869
20120316,585.57001,0.000017,0.001337,0.001369
20120319,601.09998,0.026521,0.003999,0.004746
20120320,605.96002,0.008085,-0.004507,-0.005338
20120321,602.5,-0.00571,-0.001121,0.001131
20120322,599.34003,-0.005245,-0.008106,-0.008249
20120323,596.04999,-0.005489,0.004475,0.00716
20120326,606.97998,0.018337,0.013963,0.011392
20120327,614.47998,0.012356,-0.003657,-0.00286
20120328,617.62,0.00511,-0.005516,-0.005416
20120329,609.85999,-0.012564,-0.001898,-0.001653
20120330,599.54999,-0.016906,0.003351,0.002024
20120402,618.63,0.031824,0.008052,0.007351
20120403,629.32001,0.01728,-0.004442,-0.006565
20120404,624.31,-0.007961,-0.011808,-0.011965
20120405,633.67999,0.015009,-0.000796,-0.000687
20120409,636.22998,0.004024,-0.011361,-0.011932
20120410,628.44,-0.012244,-0.01801,-0.016253
20120411,626.20001,-0.003564,0.008515,0.011544
20120412,622.77002,-0.005477,0.015078,0.013034
20120413,605.22998,-0.028165,-0.012386,-0.010668
20120416,580.13,-0.041472,-0.000586,-0.000035
20120417,609.70001,0.050971,0.014946,0.010763
20120418,608.34003,-0.002231,-0.004029,-0.006151
20120419,587.44,-0.034356,-0.004659,-0.002353
20120420,572.97998,-0.024615,0.001629,0.003792
20120423,571.70001,-0.002234,-0.009527,-0.009771
20120424,560.28003,-0.019975,0.00325,0.005771
20120425,610,0.088741,0.013822,0.010281
20120426,607.70001,-0.00377,0.006806,0.005776
20120427,603,-0.007734,0.003897,0.005274
20120430,583.97998,-0.031542,-0.004314,-0.004072
20120501,582.13,-0.003168,0.00487,0.001691
20120502,585.97998,0.006614,-0.002036,-0.000501
20120503,581.82001,-0.007099,-0.009943,-0.010855
20120504,565.25,-0.02848,-0.015666,-0.012679
20120507,569.47998,0.007483,0.000556,0.001085
20120508,568.17999,-0.002283,-0.005348,-0.004437
20120509,569.17999,0.00176,-0.006016,-0.004077
20120510,570.52002,0.002354,0.00287,0.002588
20120511,566.71002,-0.006678,-0.002779,-0.003641
20120514,558.21997,-0.014981,-0.01216,-0.012421
20120515,553.16998,-0.009047,-0.006029,-0.006528
20120516,546.07501,-0.012826,-0.004927,-0.007807
20120517,530.12,-0.029218,-0.015843,-0.015911
20120518,530.38,0.00049,-0.00814,-0.009673
20120521,561.28003,0.05826,0.017751,0.016319
20120522,556.96997,-0.007679,-0.00047,-0.004011
20120523,570.56,0.0244,0.002796,0.002394
20120524,565.32001,-0.009184,0.001002,0.001696
20120525,562.28998,-0.00536,-0.001539,0.00121
20120529,572.27002,0.017749,0.011224,0.009963
20120530,579.16998,0.012057,-0.015482,-0.014326
20120531,577.72998,-0.002486,-0.001964,-0.000487
20120601,560.98999,-0.028975,-0.024506,-0.020451
20120604,564.28998,0.005882,-0.001002,-0.002267
20120605,562.83002,-0.002587,0.007851,0.008065
20120606,571.46002,0.015333,0.022686,0.019661
20120607,571.71997,0.000455,-0.001373,-0.002025
20120608,580.32001,0.015042,0.007125,0.005409
20120611,571.16998,-0.015767,-0.01395,-0.013468
20120612,576.15997,0.008736,0.011662,0.008888
20120613,572.15997,-0.006943,-0.006935,-0.007142
20120614,571.53003,-0.001101,0.009494,0.007904
20120615,574.13,0.004549,0.010109,0.008727
20120618,585.78003,0.020292,0.002201,0.001768
20120619,587.40997,0.002783,0.011614,0.01289
20120620,585.74103,-0.002841,-0.001473,-0.000497
20120621,577.66998,-0.013779,-0.023448,-0.018456
20120622,582.09998,0.007669,0.007247,0.007577
20120625,570.76501,-0.019473,-0.015425,-0.011917
20120626,572.02502,0.002208,0.004859,0.002915
20120627,574.5,0.004327,0.009026,0.00962
20120628,569.04999,-0.009487,-0.002125,-0.002531
20120629,584,0.026272,0.02561,0.023311
20120702,592.52002,0.014589,0.003868,0.006684
20120703,599.40997,0.011628,0.00894,0.010767
20120705,609.94,0.017567,-0.004123,-0.000733
20120706,605.88,-0.006656,-0.009956,-0.007701
20120709,613.89001,0.01322,-0.002193,-0.002344
20120710,608.21002,-0.009252,-0.008807,-0.00824
20120711,604.42999,-0.006215,-0.000302,-0.000282
20120712,598.90002,-0.009149,-0.00488,-0.004134
20120713,604.96997,0.010135,0.015253,0.010665
20120716,606.90997,0.003207,-0.002466,-0.003494
20120717,606.94,0.000049,0.006708,0.002457
20120718,606.26001,-0.00112,0.006246,0.003871
20120719,614.32001,0.013295,0.002819,0.000016
20120720,604.29999,-0.016311,-0.009908,-0.008733
20120723,603.83002,-0.000778,-0.01014,-0.012004
20120724,600.91998,-0.004819,-0.00941,-0.00927
20120725,574.96997,-0.043184,0.000714,0.002465
20120726,574.88,-0.000156,0.015498,0.008642
20120727,585.15997,0.017882,0.018906,0.01647
20120730,595.03003,0.016867,-0.000796,-0.002846
20120731,610.76001,0.026436,-0.004969,-0.003201
20120801,606.81,-0.006467,-0.004475,-0.009081
20120802,607.78998,0.001615,-0.007291,-0.005662
20120803,615.70001,0.013014,0.019217,0.017764
20120806,622.54999,0.011126,0.003528,0.006633
20120807,620.914,-0.002628,0.006347,0.006234
20120808,619.85999,-0.001698,0.000185,-0.000985
20120809,620.72998,0.005679,0.001632,0.00339
20120810,621.70001,0.001563,0.001878,-0.000714
20120813,630,0.01335,-0.001901,-0.002122
20120814,631.69,0.002683,-0.00001,-0.002248
20120815,630.83002,-0.001361,0.002742,0.004557
20120816,636.34003,0.008735,0.007898,0.008086
20120817,648.10999,0.018496,0.002642,0.004758
20120820,665.15002,0.026292,-0.000604,-0.001571
20120821,656.06201,-0.013663,-0.002326,-0.000635
20120822,668.87,0.019523,-0.000101,-0.001769
20120823,662.63,-0.009329,-0.007328,-0.004534
20120824,663.22198,0.000893,0.005503,0.003249
20120827,675.67999,0.018784,-0.000554,-0.000562
20120828,674.79999,-0.001302,0.00025,0.002383
20120829,673.466,-0.001977,0.001006,0.001836
20120830,663.86798,-0.014252,-0.007791,-0.007581
20120831,665.23999,0.002067,0.005875,0.005303
20120904,674.96997,0.014626,0.000683,0.003257
20120905,670.22998,-0.007023,-0.000603,-0.000701
20120906,676.27002,0.009012,0.019457,0.01369
20120907,680.44,0.006166,0.005651,0.0065
20120910,662.73999,-0.026013,-0.005681,-0.001847
20120911,660.59003,-0.003244,0.003425,0.004919
20120912,669.78998,0.013927,0.002643,0.003966
20120913,682.97998,0.019693,0.015281,0.011218
20120914,691.28003,0.012153,0.006141,0.008189
20120917,699.78101,0.012297,-0.004545,-0.004125
20120918,701.90997,0.003042,-0.001779,-0.000302
20120919,702.09998,0.000271,0.001315,0.001816
20120920,698.70001,-0.004843,-0.001935,-0.003646
20120921,700.09497,0.001997,0.000447,0.004987
20120924,690.78998,-0.013291,-0.003072,-0.003206
20120925,673.53998,-0.024971,-0.010796,-0.009643
20120926,665.17999,-0.012412,-0.005508,-0.00487
20120927,681.32001,0.024264,0.010038,0.009004
20120928,667.10498,-0.020864,-0.004497,-0.00345
20121001,659.39001,-0.011565,0.002808,0.002686
20121002,661.31,0.002912,0.001179,0.000358
20121003,671.45001,0.015333,0.00252,-0.000075
20121004,666.79999,-0.006925,0.007665,0.006553
20121005,652.59003,-0.021311,-0.000143,-0.000816
20121008,638.16998,-0.022097,-0.003573,-0.003513
20121009,635.84998,-0.003635,-0.009778,-0.009101
20121010,640.90997,0.007958,-0.005549,-0.0041
20121011,628.09998,-0.019987,0.001748,0.004541
20121012,629.71399,0.00257,-0.003495,-0.004211
20121015,634.76001,0.008013,0.007239,0.004203
20121016,649.79248,0.023682,0.009928,0.007051
20121017,644.61359,-0.00797,0.005077,0.005617
20121018,632.64001,-0.018575,-0.002691,-0.003857
20121019,609.84003,-0.036039,-0.015631,-0.013002
20121022,634.03003,0.039666,0.000195,-0.000217
20121023,613.35541,-0.032608,-0.012915,-0.006968
20121024,616.83002,0.005665,-0.00262,-0.001404
20121025,609.53802,-0.011822,0.003296,0.002153
20121026,604,-0.009086,-0.001378,-0.001835
20121031,595.32001,-0.014371,0.002488,0.003479
20121101,596.53992,0.002049,0.011187,0.009688
20121102,576.79999,-0.033091,-0.009744,-0.008756
20121105,584.62109,0.013559,0.002247,0.003177
20121106,582.84949,-0.00303,0.007866,0.006034
20121107,558.00189,-0.038085,-0.021056,-0.017904
20121108,537.75,-0.036294,-0.011559,-0.009589
20121109,547.06,0.017313,0.000938,-0.000526
20121112,542.83002,-0.007732,-0.00022,-0.001908
20121113,542.89801,0.000125,-0.004151,-0.005841
20121114,536.88,-0.011085,-0.014686,-0.015597
20121115,525.62,-0.020973,-0.002941,-0.006183
20121116,527.67798,0.003915,0.00619,0.005711
20121119,565.72998,0.072112,0.019175,0.016544
20121120,560.91339,-0.008514,0.00099,0.000886
20121121,561.70001,0.001402,0.003116,0.004899
20121123,571.5,0.017447,0.012714,0.010102
20121126,589.53003,0.031549,-0.001648,0.001177
20121127,584.78003,-0.008057,-0.004425,-0.000884
20121128,582.94,-0.003147,0.007487,0.00511
20121129,589.35999,0.011013,0.005424,0.008573
20121130,585.28003,-0.006923,0.000261,0.000934
20121203,586.19,0.001555,-0.004218,-0.002069
20121204,575.8454,-0.017647,-0.001278,-0.001109
20121205,538.7923,-0.064346,0.001759,-0.000019
20121206,547.24451,0.015687,0.00284,0.000757
20121207,533.25,-0.025573,0.002525,0.001168
20121210,529.82092,-0.006431,0.001533,0.002706
20121211,541.388,0.021832,0.00615,0.007321
20121212,539,-0.004411,0.000254,-0.000299
20121213,529.69,-0.017273,-0.00587,-0.00408
20121214,509.79401,-0.037562,-0.003101,0.000863
20121217,518.83002,0.017725,0.010177,0.006517
20121218,533.90002,0.029046,0.011104,0.009526
20121219,526.31,-0.014216,-0.004642,0.000914
20121220,521.73022,-0.008702,0.004884,0.004202
20121221,519.33002,-0.0046,-0.008488,-0.00563
20121224,520.16803,0.001614,-0.002205,-0.002533
