Seq. number,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
1,04/01/2004,686,6.53087763,4116,6,56,1.84,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
2,04/02/2004,544,6.29894925,3340.16,6.14,49,1.85,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
3,04/03/2004,1786,7.48773376,10858.88,6.08,51,1.85,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
4,04/04/2004,1321,7.1861443,11981.47,9.07,52,1.85,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
5,04/05/2004,1029,6.93634274,9363.9,9.1,44,1.85,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
6,04/06/2004,2843,7.95261511,25899.73,9.11,56,1.86,1,no,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
7,04/07/2004,21124,9.95816511,2112.4,0.1,67,1.86,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
8,04/08/2004,10036,9.21393391,90926.16,9.06,55,1.86,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,EASTER,APR,HIGH SEASON,Thu,No,Have Events,GOOD WEATHER
9,04/09/2004,7126,8.87150535,64704.08,9.08,62,1.86,1,no,RAIN,RAIN,EASTER,APR,HIGH SEASON,Fri,No,Have Events,NOT GOOD WEATHER
10,04/10/2004,8431,9.03967067,76469.17,9.07,62,1.87,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
11,04/11/2004,1824,7.50878717,16488.96,9.04,50,1.87,1,no,RAIN,RAIN,EASTER,APR,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
12,04/12/2004,2412,7.78821156,21900.96,9.08,55,1.87,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
13,04/13/2004,658,6.48920493,5981.22,9.09,56,1.88,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
14,04/14/2004,3484,8.15593634,348.4,0.1,57,1.88,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
15,04/15/2004,3511,8.16365618,31914.99,9.09,61,1.88,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
16,04/16/2004,7067,8.86319134,64168.36,9.08,64,1.88,1,no,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
17,04/17/2004,8710,9.07222707,79086.8,9.08,70,1.89,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
18,04/18/2004,13030,9.47500967,118182.1,9.07,72,1.89,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
19,04/19/2004,5208,8.55795118,47288.64,9.08,82,1.89,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
20,04/20/2004,9316,9.13948863,85893.52,9.22,74,1.9,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
21,04/21/2004,10534,9.2623634,1053.4,0.1,57,1.9,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
22,04/22/2004,6216,8.73488189,57125.04,9.19,74,1.9,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
23,04/23/2004,3427,8.13944052,30980.08,9.04,63,1.9,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
24,04/24/2004,8009,8.98832119,72561.54,9.06,70,1.91,1,no,RAIN,RAIN,PoetrySafri,APR,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
25,04/25/2004,5659,8.64100248,51610.08,9.12,56,1.91,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,PoetrySafri,APR,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
26,04/26/2004,1283,7.15695636,11688.13,9.11,57,1.91,71,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
27,04/27/2004,5448,8.60300385,49849.2,9.15,68,1.92,124,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
28,04/28/2004,10428,9.25224978,1042.8,0.1,61,1.92,163,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
29,04/29/2004,7211,8.88336292,65764.32,9.12,68,1.92,192,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
30,04/30/2004,8107,9.00048316,73611.56,9.08,68,1.92,213,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
31,05/01/2004,9293,9.13701671,88283.5,9.5,68,1.93,228,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
32,05/02/2004,4101,8.31898613,37237.08,9.08,66,1.93,240,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
33,05/03/2004,2761,7.92334821,24987.05,9.05,57,1.94,298,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
34,05/04/2004,11981,9.39107734,109865.77,9.17,62,1.96,351,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
35,05/05/2004,14678,9.59410505,1467.8,0.1,62,1.97,398,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
36,05/06/2004,5679,8.64453044,56222.1,9.9,67,1.99,440,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
37,05/07/2004,6208,8.73359406,56306.56,9.07,82,1.99,479,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
38,05/08/2004,5135,8.54383512,46677.15,9.09,62,2,514,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DeltaPrsnts,MAY,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
39,05/09/2004,6131,8.72111315,55853.41,9.11,68,2,546,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ExtremeMoms,MAY,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
40,05/10/2004,5790,8.66388757,52920.6,9.14,67,2.01,629,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
41,05/11/2004,4983,8.5137874,45544.62,9.14,82,2.01,691,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
42,05/12/2004,13188,9.4870626,1318.8,0.1,83,2.02,737,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
43,05/13/2004,8978,9.10253242,81610.02,9.09,83,2.02,774,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
44,05/14/2004,9324,9.140347,85128.12,9.13,68,2.03,805,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
45,05/15/2004,10048,9.21512889,91336.32,9.09,84,2.03,832,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
46,05/16/2004,11207,9.32429386,101871.63,9.09,81,2.04,855,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
47,05/17/2004,4758,8.46758269,43916.34,9.23,68,2.04,877,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
48,05/18/2004,13673,9.52317836,123740.65,9.05,82,2.05,897,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
49,05/19/2004,10049,9.21522841,1004.9,0.1,71,2.05,916,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
50,05/20/2004,9164,9.12303804,83484.04,9.11,68,2.06,935,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
51,05/21/2004,6469,8.77477682,58932.59,9.11,78,2.06,952,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
52,05/22/2004,8724,9.07383313,79213.92,9.08,80,2.07,968,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
53,05/23/2004,8580,9.05718919,77820.6,9.07,84,2.07,984,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
54,05/24/2004,4635,8.44139148,42085.8,9.08,73,2.08,992,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
55,05/25/2004,8997,9.10464647,82232.58,9.14,71,2.08,999,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
56,05/26/2004,10903,9.29679326,1090.3,0.1,63,2.09,1004,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
57,05/27/2004,11705,9.36777138,107100.75,9.15,72,2.09,1007,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
58,05/28/2004,10846,9.29155163,98156.3,9.05,78,2.1,1010,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
59,05/29/2004,15530,9.65052892,141012.4,9.08,69,2.1,1012,yes,SUNNY/CLOUDY,Sunny,LiveLarge,MAY,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
60,05/30/2004,18350,9.81738485,166434.5,9.07,72,2.11,1013,yes,SUNNY/CLOUDY,PARTLY CLOUDY,LiveLarge,MAY,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
61,05/31/2004,7824,8.96495121,70885.44,9.06,65,2.11,989,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
62,06/01/2004,12799,9.45712232,104439.84,8.16,67,2.12,967,yes,RAIN,RAIN,MEMDAY,JUNE,HIGH SEASON,Tue,No,Have Events,NOT GOOD WEATHER
63,06/02/2004,18956,9.84987578,1895.6,0.1,81,2.12,946,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
64,06/03/2004,11463,9.34687974,93079.56,8.12,79,2.13,928,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
65,06/04/2004,11405,9.34180713,93749.1,8.22,72,2.13,910,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
66,06/05/2004,6724,8.81343849,54531.64,8.11,67,2.14,894,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
67,06/06/2004,2988,8.00235955,24232.68,8.11,60,2.14,879,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
68,06/07/2004,7025,8.85723049,57886,8.24,77,2.15,897,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
69,06/08/2004,6516,8.78201597,53235.72,8.17,86,2.15,914,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
70,06/09/2004,20510,9.92866785,2051,0.1,92,2.16,931,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
71,06/10/2004,5728,8.65312171,46912.32,8.19,81,2.16,948,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
72,06/11/2004,10625,9.27096499,87018.75,8.19,71,2.17,964,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
73,06/12/2004,12632,9.44398856,102950.8,8.15,75,2.17,979,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
74,06/13/2004,13694,9.52471306,112016.92,8.18,73,2.17,994,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
75,06/14/2004,2711,7.90507285,22067.54,8.14,80,2.17,1026,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
76,06/15/2004,9259,9.13335133,75553.44,8.16,87,2.17,1055,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
77,06/16/2004,17215,9.75353638,1721.5,0.1,85,2.17,1081,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
78,06/17/2004,4397,8.38867777,36143.34,8.22,84,2.17,1105,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
79,06/18/2004,6782,8.82202732,55341.12,8.16,88,2.17,1127,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
80,06/19/2004,9007,9.10575733,73407.05,8.15,83,2.17,1147,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
81,06/20/2004,12802,9.45735669,104336.3,8.15,76,2.17,1165,yes,SUNNY/CLOUDY,PARTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
82,06/21/2004,5799,8.66544077,48827.58,8.42,80,2.16,1163,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
83,06/22/2004,2547,7.84267147,20579.76,8.08,76,2.16,1163,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
84,06/23/2004,17115,9.74771055,1711.5,0.1,82,2.16,1163,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
85,06/24/2004,8188,9.01042495,66895.96,8.17,79,2.16,1165,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
86,06/25/2004,5800,8.6656132,47270,8.15,80,2.16,1167,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
87,06/26/2004,7503,8.92305822,60999.39,8.13,80,2.16,1169,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
88,06/27/2004,13544,9.51369892,110112.72,8.13,80,2.16,1172,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
89,06/28/2004,6021,8.70300864,49311.99,8.19,81,2.16,1193,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
90,06/29/2004,7110,8.86925752,57591,8.1,79,2.16,1212,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
91,06/30/2004,36874,10.515262,3687.4,0.1,81,2.16,1229,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
92,07/01/2004,6574,8.79087775,53643.84,8.16,80,2.16,1244,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
93,07/02/2004,6049,8.70764825,49299.35,8.15,85,2.16,1257,yes,SUNNY/CLOUDY,PARTLY CLOUDY,SpotsStripes,JUL,HIGH SEASON,Fri,No,Have Events,GOOD WEATHER
94,07/03/2004,9531,9.16230492,77487.03,8.13,83,2.16,1269,yes,SUNNY/CLOUDY,PARTLY CLOUDY,SpotsStripes,JUL,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
95,07/04/2004,9132,9.11954001,75704.28,8.29,80,2.16,1280,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,SpotsStripes,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
96,07/05/2004,8389,9.0346766,68370.35,8.15,83,2.16,1289,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
97,07/06/2004,6571,8.79042131,53882.2,8.2,84,2.16,1297,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
98,07/07/2004,29935,10.3067836,2993.5,0.1,81,2.16,1305,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
99,07/08/2004,6615,8.79709508,53978.4,8.16,89,2.16,1312,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
100,07/09/2004,9888,9.19907718,80982.72,8.19,81,2.15,1318,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
101,07/10/2004,12879,9.46335336,104448.69,8.11,86,2.15,1323,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ExtremeSrvrs,JUL,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
102,07/11/2004,12061,9.39773239,97694.1,8.1,84,2.15,1328,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ExtremeSrvrs,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
103,07/12/2004,2228,7.7088596,18158.2,8.15,73,2.15,1364,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
104,07/13/2004,3995,8.29279886,32599.2,8.16,69,2.15,1398,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
105,07/14/2004,20831,9.94419754,2083.1,0.1,76,2.15,1430,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
106,07/15/2004,11192,9.32295452,91438.64,8.17,81,2.15,1461,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
107,07/16/2004,10327,9.2425171,84061.78,8.14,81,2.15,1490,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
108,07/17/2004,11931,9.38689533,96879.72,8.12,86,2.15,1517,yes,RAIN,RAIN,ExtremeSwngrs,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
109,07/18/2004,5629,8.63568709,45594.9,8.1,77,2.15,1543,yes,RAIN,RAIN,ExtremeSwngrs,JUL,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
110,07/19/2004,3723,8.22228507,30081.84,8.08,81,2.15,1537,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
111,07/20/2004,8549,9.0535696,69759.84,8.16,86,2.15,1530,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
112,07/21/2004,34015,10.4345569,3401.5,0.1,87,2.14,1523,yes,SUNNY/CLOUDY,Sunny,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
113,07/22/2004,12611,9.44232473,102275.21,8.11,86,2.14,1517,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
114,07/23/2004,2989,8.00269416,24240.79,8.11,77,2.14,1511,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
115,07/24/2004,4733,8.46231453,38242.64,8.08,74,2.14,1504,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Colorific,JUL,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
116,07/25/2004,9851,9.19532825,79990.12,8.12,78,2.14,1499,yes,RAIN,RAIN,Colorific,JUL,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
117,07/26/2004,6582,8.79209393,53709.12,8.16,79,2.14,1493,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
118,07/27/2004,5753,8.65747674,46771.89,8.13,73,2.14,1487,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
119,07/28/2004,9165,9.12314716,916.5,0.1,77,2.13,1482,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
120,07/29/2004,11883,9.38286409,96846.45,8.15,85,2.13,1476,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
121,07/30/2004,8497,9.04746844,68825.7,8.1,83,2.13,1471,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
122,07/31/2004,9860,9.19624145,79668.8,8.08,84,2.13,1466,yes,RAIN,RAIN,Kidsday,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
123,08/01/2004,3435,8.1417722,27754.8,8.08,88,2.13,1462,yes,RAIN,RAIN,Kidsday,AUG,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
124,08/02/2004,5430,8.59969441,44254.5,8.15,93,2.13,1408,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
125,08/03/2004,5672,8.64329707,46170.08,8.14,97,2.13,1358,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
126,08/04/2004,29079,10.2777715,2907.9,0.1,91,2.12,1311,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
127,08/05/2004,5958,8.69249013,48498.12,8.14,99,2.12,1269,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
128,08/06/2004,11629,9.36125726,94892.64,8.16,88,2.12,1229,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
129,08/07/2004,15299,9.63554275,124074.89,8.11,86,2.12,1192,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
130,08/08/2004,15774,9.66611829,127769.4,8.1,85,2.12,1157,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
131,08/09/2004,7735,8.95351076,63194.95,8.17,84,2.12,1157,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
132,08/10/2004,7156,8.87570644,58464.52,8.17,91,2.12,1158,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
133,08/11/2004,28712,10.2650704,2871.2,0.1,99,2.11,1159,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
134,08/12/2004,4088,8.31581113,33276.32,8.14,94,2.11,1161,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
135,08/13/2004,2372,7.77148876,19236.92,8.11,102,2.11,1163,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
136,08/14/2004,7612,8.93748123,61733.32,8.11,96,2.11,1165,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
137,08/15/2004,4241,8.35255437,34436.92,8.12,76,2.11,1168,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
138,08/16/2004,1663,7.41637848,13553.45,8.15,78,2.11,1140,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
139,08/17/2004,10395,9.2490802,84719.25,8.15,89,2.11,1101,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
140,08/18/2004,26739,10.1938785,2673.9,0.1,82,2.1,1115,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
141,08/19/2004,6041,8.70632484,49354.97,8.17,77,2.1,1126,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
142,08/20/2004,5892,8.68135078,48019.8,8.15,82,2.1,1136,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
143,08/21/2004,3848,8.25530881,31245.76,8.12,95,2.1,1145,yes,RAIN,RAIN,AnimalOlympcs,AUG,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
144,08/22/2004,15925,9.67564548,129151.75,8.11,91,2.1,1152,yes,SUNNY/CLOUDY,PARTLY CLOUDY,AnimalOlympcs,AUG,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
