Make/Model,MPG_City,MPG_Hwy,Weight(lb),Seating,Horsepower,HP/Pound,Displacement,Cylinders,Origin,Transmission,EPA_Class,Length,Fuel,HEV,Turbocharger,Make,Model,GP1000M_City,GP1000M_Hwy
Mercedes-Benz_C300,18,26,3527,5,228,0.06464417,3,6,2,M,compact,182.3,gas,no,no,Mercedes-Benz,C300,55.5555556,38.4615385
Mercedes-Benz_C300_FFV,18,25,3560,5,228,0.06404494,3,6,2,A,compact,182.3,gas,no,no,Mercedes-Benz,C300_FFV,55.5555556,40
Mercedes-Benz_CL550,14,21,4485,4,382,0.0851728,5.5,8,2,A,compact,199.4,gas,no,no,Mercedes-Benz,CL550,71.4285714,47.6190476
Mercedes-Benz_CL600,11,17,4895,4,510,0.10418795,5.5,12,2,A,compact,199.4,gas,no,yes,Mercedes-Benz,CL600,90.9090909,58.8235294
Mercedes-Benz_E350,17,24,3740,5,268,0.07165775,3.5,6,2,A,midsize,191,gas,no,no,Mercedes-Benz,E350,58.8235294,41.6666667
Mercedes-Benz_E550,15,22,3885,5,382,0.0983269,5.5,8,2,A,midsize,191,gas,no,no,Mercedes-Benz,E550,66.6666667,45.4545455
Mercedes-Benz_S550,14,21,4465,5,382,0.08555431,5.5,8,2,A,large,205,gas,no,no,Mercedes-Benz,S550,71.4285714,47.6190476
Mercedes-Benz_S600,11,17,4960,5,510,0.10282258,5.5,12,2,A,large,205,gas,no,yes,Mercedes-Benz,S600,90.9090909,58.8235294
Mercedes-Benz_G500,12,15,5510,5,292,0.05299456,5,8,2,A,suv4,185.6,gas,no,no,Mercedes-Benz,G500,83.3333333,66.6666667
Mercedes-Benz_GL450,13,18,5280,7,335,0.06344697,4.6,8,2,A,suv4,200.6,gas,no,no,Mercedes-Benz,GL450,76.9230769,55.5555556
Mercedes-Benz_ML350,15,20,4705,5,268,0.05696068,3.5,6,2,A,suv4,188.5,gas,no,no,Mercedes-Benz,ML350,66.6666667,50
Mercedes-Benz_R350,15,19,4938,6,268,0.05427299,3.5,6,2,A,suv4,203,gas,no,no,Mercedes-Benz,R350,66.6666667,52.6315789
Mercury_Milan,20,28,3174,5,160,0.05040958,2.3,4,1,A,midsize,191.4,gas,no,no,Mercury,Milan,50,35.7142857
Mercury_Milan,20,29,3117,5,160,0.05133141,2.3,4,1,M,midsize,191.4,gas,no,no,Mercury,Milan,50,34.4827586
Mercury_Milan,18,26,3303,5,221,0.06690887,3,6,1,A,midsize,191.4,gas,no,no,Mercury,Milan,55.5555556,38.4615385
Mercury_Grand_Marquis_FFV,15,23,4135,5,224,0.0541717,4.6,8,1,A,large,211.1,gas,no,no,Mercury,Grand_Marquis_FFV,66.6666667,43.4782609
Mercury_Sable,18,28,3670,5,263,0.07166213,3.5,6,1,A,large,202.1,gas,no,no,Mercury,Sable,55.5555556,35.7142857
Mercury_Mariner,20,26,3326,5,153,0.0460012,2.3,4,1,A,suv2,175.2,gas,no,no,Mercury,Mariner,50,38.4615385
Mercury_Mariner,18,24,3383,5,200,0.05911913,3,6,1,A,suv2,175.2,gas,no,no,Mercury,Mariner,55.5555556,41.6666667
Mercury_Mariner_Hybrid,34,30,3637,5,133,0.0365686,2.3,4,1,AV,suv2,175.2,gas,yes,no,Mercury,Mariner_Hybrid,29.4117647,33.3333333
Mercury_Mountaineer,14,20,4567,7,210,0.04598205,4,6,1,A,suv2,193.5,gas,no,no,Mercury,Mountaineer,71.4285714,50
Mercury_Mountaineer,13,20,4732,7,292,0.06170752,4.6,8,1,A,suv2,193.5,gas,no,no,Mercury,Mountaineer,76.9230769,50
Mercury_Mariner,19,24,3466,5,153,0.0441431,2.3,4,1,A,suv4,175.2,gas,no,no,Mercury,Mariner,52.6315789,41.6666667
Mercury_Mariner,17,22,3526,5,200,0.0567215,3,6,1,A,suv4,175.2,gas,no,no,Mercury,Mariner,58.8235294,45.4545455
Mercury_Mariner_Hybrid,29,27,3800,5,133,0.035,2.3,4,1,AV,suv4,175.2,gas,yes,no,Mercury,Mariner_Hybrid,34.4827586,37.037037
Mercury_Mountaineer,13,19,4725,7,210,0.04444444,4,6,1,A,suv4,193.5,gas,no,no,Mercury,Mountaineer,76.9230769,52.6315789
Mini_Cooper,26,34,2634,4,118,0.04479879,1.6,4,2,AS,minicompact,145.6,gas,no,no,Mini,Cooper,38.4615385,29.4117647
Mini_Cooper,28,37,2546,4,118,0.04634721,1.6,4,2,M,minicompact,145.6,gas,no,no,Mini,Cooper,35.7142857,27.027027
Mini_Cooper_S,23,32,2723,4,172,0.06316563,1.6,4,2,AS,minicompact,146.2,gas,no,yes,Mini,Cooper_S,43.4782609,31.25
Mini_Cooper_S,26,34,2668,4,172,0.06446777,1.6,4,2,M,minicompact,146.2,gas,no,yes,Mini,Cooper_S,38.4615385,29.4117647
Mini_Clubman,26,34,2800,4,118,0.04214286,1.6,4,2,AS,subcompact,155,gas,no,no,Mini,Clubman,38.4615385,29.4117647
Mini_Clubman,28,37,2723,4,118,0.04333456,1.6,4,2,M,subcompact,155,gas,no,no,Mini,Clubman,35.7142857,27.027027
Mitsubishi_Eclipse_Spyder,19,26,3510,4,162,0.04615385,2.4,4,3,AS,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,52.6315789,38.4615385
Mitsubishi_Eclipse_Spyder,16,24,3737,4,260,0.06957453,3.8,6,3,AS,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,62.5,41.6666667
Mitsubishi_Eclipse_Spyder,16,25,3671,4,260,0.07082539,3.8,6,3,M,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,62.5,40
Mitsubishi_Eclipse,20,26,3307,4,162,0.048987,2.4,4,3,AS,subcompact,179.7,gas,no,no,Mitsubishi,Eclipse,50,38.4615385
Mitsubishi_Eclipse,20,28,3274,4,162,0.04948076,2.4,4,3,M,subcompact,179.7,gas,no,no,Mitsubishi,Eclipse,50,35.7142857
Mitsubishi_Lancer,22,29,2999,5,152,0.05068356,2,4,3,AV,compact,180,gas,no,no,Mitsubishi,Lancer,45.4545455,34.4827586
Mitsubishi_Lancer,21,29,2922,5,152,0.05201916,2,4,3,M,compact,180,gas,no,no,Mitsubishi,Lancer,47.6190476,34.4827586
Mitsubishi_Galant,20,27,3428,5,160,0.04667445,2.4,4,3,AS,midsize,191,gas,no,no,Mitsubishi,Galant,50,37.037037
Mitsubishi_Galant,17,25,3748,5,258,0.06883671,3.8,6,3,AS,midsize,191,gas,no,no,Mitsubishi,Galant,58.8235294,40
Mitsubishi_Endeavor,15,22,3902,5,225,0.05766274,3.8,6,3,AS,suv2,190.8,gas,no,no,Mitsubishi,Endeavor,66.6666667,45.4545455
Mitsubishi_Outlander,20,25,3395,5,168,0.04948454,2.4,4,3,AV,suv2,182.7,gas,no,no,Mitsubishi,Outlander,50,40
Mitsubishi_Outlander,17,25,3532,5,220,0.06228766,3,6,3,AS,suv2,182.7,gas,no,no,Mitsubishi,Outlander,58.8235294,40
Mitsubishi_Endeavor,15,19,4090,5,225,0.05501222,3.8,6,3,AS,suv4,190.8,gas,no,no,Mitsubishi,Endeavor,66.6666667,52.6315789
Nissan_350Z,17,24,3578,2,306,0.08552264,3.5,6,3,AS,2-seater,169.8,gas,no,no,Nissan,350Z,58.8235294,41.6666667
Nissan_350Z,18,25,3320,2,306,0.09216867,3.5,6,3,M,2-seater,169.8,gas,no,no,Nissan,350Z,55.5555556,40
Nissan_Altima_Coupe,23,31,3095,5,175,0.05654281,2.5,4,3,AV,subcompact,182.5,gas,no,no,Nissan,Altima_Coupe,43.4782609,32.2580645
Nissan_Altima_Coupe,23,32,3052,5,175,0.05733945,2.5,4,3,M,subcompact,182.5,gas,no,no,Nissan,Altima_Coupe,43.4782609,31.25
Nissan_Altima,19,26,3358,5,270,0.080405,3.5,6,3,AV,midsize,189.8,gas,no,no,Nissan,Altima,52.6315789,38.4615385
Nissan_Altima,19,27,3292,5,270,0.08201701,3.5,6,3,M,midsize,189.8,gas,no,no,Nissan,Altima,52.6315789,37.037037
Nissan_Altima_Hybrid,35,33,3482,5,158,0.04537622,2.5,4,3,AV,midsize,189.2,gas,yes,no,Nissan,Altima_Hybrid,28.5714286,30.3030303
Nissan_Maxima,19,25,3591,5,255,0.07101086,3.5,6,3,AV,midsize,194.4,gas,no,no,Nissan,Maxima,52.6315789,40
Nissan_Sentra,25,33,2954,5,140,0.04739336,2,4,3,AV,midsize,179.8,gas,no,no,Nissan,Sentra,40,30.3030303
Nissan_Sentra,24,31,2885,5,140,0.04852686,2,4,3,M,midsize,179.8,gas,no,no,Nissan,Sentra,41.6666667,32.2580645
Nissan_Sentra,24,30,3072,5,177,0.05761719,2.5,4,3,AV,midsize,180.1,gas,no,no,Nissan,Sentra,41.6666667,33.3333333
Nissan_Sentra,21,29,3048,5,200,0.0656168,2.5,4,3,M,midsize,180.1,gas,no,no,Nissan,Sentra,47.6190476,34.4827586
Nissan_Versa,27,33,2758,5,122,0.04423495,1.8,4,3,AV,midsize,169.1,gas,no,no,Nissan,Versa,37.037037,30.3030303
Nissan_Versa,24,32,2722,5,122,0.04481999,1.8,4,3,A,midsize,169.1,gas,no,no,Nissan,Versa,41.6666667,31.25
Nissan_Versa,26,31,2693,5,122,0.04530264,1.8,4,3,M,midsize,169.1,gas,no,no,Nissan,Versa,38.4615385,32.2580645
Nissan_Quest,16,24,4293,7,235,0.05474027,3.5,6,3,A,minivan,204.1,gas,no,no,Nissan,Quest,62.5,41.6666667
Nissan_Armada_FFV,12,18,5302,8,317,0.05978876,5.6,8,3,A,suv2,207.7,gas,no,no,Nissan,Armada_FFV,83.3333333,55.5555556
Nissan_Pathfinder,15,22,4583,7,266,0.05804058,4,6,3,A,suv2,192.3,gas,no,no,Nissan,Pathfinder,66.6666667,45.4545455
Nissan_Pathfinder,13,18,4779,7,310,0.06486713,5.6,8,3,AS,suv2,192.3,gas,no,no,Nissan,Pathfinder,76.9230769,55.5555556
Nissan_Rogue,22,27,3267,5,170,0.05203551,2.5,4,3,AV,suv2,182.9,gas,no,no,Nissan,Rogue,45.4545455,37.037037
Nissan_Xterra,15,20,4165,5,261,0.06266507,4,6,3,A,suv2,178.7,gas,no,no,Nissan,Xterra,66.6666667,50
Nissan_Xterra,16,20,4150,5,261,0.06289157,4,6,3,M,suv2,178.7,gas,no,no,Nissan,Xterra,62.5,50
Nissan_Pathfinder,14,20,4801,7,266,0.05540512,4,6,3,A,suv4,192.3,gas,no,no,Nissan,Pathfinder,71.4285714,50
Nissan_Pathfinder,12,18,5020,7,310,0.06175299,5.6,8,3,AS,suv4,192.3,gas,no,no,Nissan,Pathfinder,83.3333333,55.5555556
Nissan_Rogue,21,26,3426,5,170,0.04962055,2.5,4,3,AV,suv4,182.9,gas,no,no,Nissan,Rogue,47.6190476,38.4615385
Pontiac_G5,25,35,2991,5,148,0.04948178,2.2,4,1,M,subcompact,179.8,gas,no,no,Pontiac,G5,40,28.5714286
Pontiac_G6,22,30,3305,5,164,0.04962179,2.4,4,1,A,compact,189,gas,no,no,Pontiac,G6,45.4545455,33.3333333
Pontiac_G6,17,26,3457,5,219,0.06334973,3.5,6,1,A,compact,189,gas,no,no,Pontiac,G6,58.8235294,38.4615385
Pontiac_Grand_Prix,18,28,3477,5,200,0.05752085,3.8,6,1,A,midsize,198.3,gas,no,no,Pontiac,Grand_Prix,55.5555556,35.7142857
Pontiac_Grand_Prix,16,25,3600,5,303,0.08416667,5.3,8,1,AS,midsize,198.3,gas,no,no,Pontiac,Grand_Prix,62.5,40
Pontiac_G8,17,25,3885,5,256,0.06589447,3.6,6,1,AS,large,196.1,gas,no,no,Pontiac,G8,58.8235294,40
Pontiac_G8,15,24,3985,5,361,0.09058971,6,8,1,AS,large,196.1,gas,no,no,Pontiac,G8,66.6666667,41.6666667
Pontiac_Vibe,25,31,2778,5,126,0.04535637,1.8,4,1,A,smallwagon,171.9,gas,no,no,Pontiac,Vibe,40,32.2580645
Pontiac_Vibe,26,33,2700,5,126,0.04666667,1.8,4,1,M,smallwagon,171.9,gas,no,no,Pontiac,Vibe,38.4615385,30.3030303
Pontiac_Torrent,17,24,3660,5,185,0.05054645,3.4,6,1,A,suv2,188.7,gas,no,no,Pontiac,Torrent,58.8235294,41.6666667
Pontiac_Torrent,17,24,3776,5,185,0.04899364,3.4,6,1,A,suv4,188.7,gas,no,no,Pontiac,Torrent,58.8235294,41.6666667
Porsche_911_Turbo,15,23,3572,5,480,0.1343785,3.6,6,2,A,minicompact,176.3,gas,no,yes,Porsche,911_Turbo,66.6666667,43.4782609
Porsche_911_Turbo,16,23,3494,5,480,0.13737836,3.6,6,2,M,minicompact,176.3,gas,no,yes,Porsche,911_Turbo,62.5,43.4782609
Porsche_Carrera4_Coupe,17,24,3285,5,325,0.09893455,3.6,6,2,A,minicompact,175.6,gas,no,no,Porsche,Carrera4_Coupe,58.8235294,41.6666667
Porsche_Carrera4_Coupe,17,25,3157,5,325,0.10294583,3.6,6,2,M,minicompact,175.6,gas,no,no,Porsche,Carrera4_Coupe,58.8235294,40
Porsche_Cayenne,14,20,4784,5,290,0.06061873,3.6,6,2,A,suv4,188.9,gas,no,no,Porsche,Cayenne,71.4285714,50
Porsche_Cayenne,14,20,4762,5,290,0.06089878,3.6,6,2,M,suv4,188.9,gas,no,no,Porsche,Cayenne,71.4285714,50
Porsche_Cayenne_GTS,13,18,4939,5,405,0.0820004,4.8,8,2,A,suv4,188.9,gas,no,no,Porsche,Cayenne_GTS,76.9230769,55.5555556
Porsche_Cayenne_GTS,11,17,4895,5,405,0.08273749,4.8,8,2,M,suv4,188.9,gas,no,no,Porsche,Cayenne_GTS,90.9090909,58.8235294
Rolls-Royce_Phantom,11,18,5798,5,453,0.07813039,6.7,12,2,AS,midsize,229.7,gas,no,no,Rolls-Royce,Phantom,90.9090909,55.5555556
Subaru_Impreza,20,27,3131,5,170,0.05429575,2.5,4,3,AS,compact,180.3,gas,no,no,Subaru,Impreza,50,37.037037
Subaru_Impreza,20,27,3064,5,170,0.05548303,2.5,4,3,M,compact,180.3,gas,no,no,Subaru,Impreza,50,37.037037
Subaru_Legacy,20,27,3325,5,170,0.05112782,2.5,4,3,AS,compact,185,gas,no,no,Subaru,Legacy,50,37.037037
Subaru_Legacy,20,27,3270,5,170,0.05198777,2.5,4,3,M,compact,185,gas,no,no,Subaru,Legacy,50,37.037037
Subaru_Forester,20,26,3185,5,173,0.05431711,2.5,4,3,A,suv4,176.6,gas,no,no,Subaru,Forester,50,38.4615385
Subaru_Forester,20,27,3140,5,173,0.05509554,2.5,4,3,M,suv4,176.6,gas,no,no,Subaru,Forester,50,37.037037
Subaru_Outback_Wagon,20,26,3395,5,170,0.05007364,2.5,4,3,AS,suv4,189,gas,no,no,Subaru,Outback_Wagon,50,38.4615385
Subaru_Outback_Wagon,19,26,3350,5,170,0.05074627,2.5,4,3,M,suv4,189,gas,no,no,Subaru,Outback_Wagon,52.6315789,38.4615385
Subaru_Tribeca,16,21,4190,7,256,0.06109785,3.6,6,3,AS,suv4,191.5,gas,no,no,Subaru,Tribeca,62.5,47.6190476
Subaru_Outback_Wagon,17,24,3625,5,245,0.06758621,3,6,3,AS,suv4,189,gas,no,no,Subaru,Outback_Wagon,58.8235294,41.6666667
Suzuki_Forenza,19,28,2800,5,127,0.04535714,2,4,3,A,compact,177.2,gas,no,no,Suzuki,Forenza,52.6315789,35.7142857
Suzuki_Forenza,20,28,2756,5,127,0.04608128,2,4,3,M,compact,177.2,gas,no,no,Suzuki,Forenza,50,35.7142857
Suzuki_SX4_Sedan,23,31,2745,5,143,0.05209472,2,4,3,A,compact,177.6,gas,no,no,Suzuki,SX4_Sedan,43.4782609,32.2580645
Suzuki_SX4_Sedan,22,30,2668,5,143,0.0535982,2,4,3,M,compact,177.6,gas,no,no,Suzuki,SX4_Sedan,45.4545455,33.3333333
Suzuki_Forenza_Wagon,19,27,2899,5,127,0.04380821,2,4,3,A,smallwagon,179.7,gas,no,no,Suzuki,Forenza_Wagon,52.6315789,37.037037
Suzuki_Forenza_Wagon,19,27,2855,5,127,0.04448336,2,4,3,M,smallwagon,179.7,gas,no,no,Suzuki,Forenza_Wagon,52.6315789,37.037037
Suzuki_Grand_Vitara,17,22,3505,5,185,0.05278174,2.7,6,3,A,suv2,176,gas,no,no,Suzuki,Grand_Vitara,58.8235294,45.4545455
Suzuki_Grand_Vitara,16,22,3452,5,185,0.05359212,2.7,6,3,M,suv2,176,gas,no,no,Suzuki,Grand_Vitara,62.5,45.4545455
Suzuki_XL7,16,22,3887,7,252,0.06483149,3.6,6,3,AS,suv2,197.2,gas,no,no,Suzuki,XL7,62.5,45.4545455
Suzuki_Grand_Vitara,17,21,3682,5,185,0.05024443,2.7,6,3,A,suv4,176,gas,no,no,Suzuki,Grand_Vitara,58.8235294,47.6190476
Suzuki_Grand_Vitara,16,21,3582,5,185,0.05164712,2.7,6,3,M,suv4,176,gas,no,no,Suzuki,Grand_Vitara,62.5,47.6190476
Suzuki_XL7,15,22,4049,7,252,0.06223759,3.6,6,3,AS,suv4,197.2,gas,no,no,Suzuki,XL7,66.6666667,45.4545455
Toyota_Yaris,29,35,2326,5,106,0.0455718,1.5,4,3,A,subcompact,169.3,gas,no,no,Toyota,Yaris,34.4827586,28.5714286
Toyota_Yaris,29,36,2293,5,106,0.04622765,1.5,4,3,M,subcompact,169.3,gas,no,no,Toyota,Yaris,34.4827586,27.7777778
Toyota_Camry_Solara,22,31,3240,5,155,0.04783951,2.4,4,3,AS,compact,192.5,gas,no,no,Toyota,Camry_Solara,45.4545455,32.2580645
Toyota_Camry_Solara,21,31,3240,5,155,0.04783951,2.4,4,3,M,compact,192.5,gas,no,no,Toyota,Camry_Solara,47.6190476,32.2580645
Toyota_Camry_Solara,18,27,3440,5,210,0.06104651,3.3,6,3,AS,compact,192.5,gas,no,no,Toyota,Camry_Solara,55.5555556,37.037037
Toyota_Corolla,26,35,2595,5,126,0.04855491,1.8,4,3,A,compact,178.3,gas,no,no,Toyota,Corolla,38.4615385,28.5714286
Toyota_Corolla,28,37,2530,5,126,0.04980237,1.8,4,3,M,compact,178.3,gas,no,no,Toyota,Corolla,35.7142857,27.027027
Toyota_Camry,21,31,3307,5,158,0.04777744,2.4,4,3,A,midsize,189.2,gas,no,no,Toyota,Camry,47.6190476,32.2580645
Toyota_Camry,21,31,3263,5,158,0.0484217,2.4,4,3,M,midsize,189.2,gas,no,no,Toyota,Camry,47.6190476,32.2580645
Toyota_Camry,19,28,3461,5,268,0.07743427,3.5,6,3,AS,midsize,189.2,gas,no,no,Toyota,Camry,52.6315789,35.7142857
Toyota_Camry_Hybrid,33,34,3680,5,192,0.05217391,2.4,4,3,AV,midsize,189.2,gas,yes,no,Toyota,Camry_Hybrid,30.3030303,29.4117647
Toyota_Prius,48,45,2932,5,110,0.03751705,1.5,4,3,AV,midsize,175,gas,yes,no,Toyota,Prius,20.8333333,22.2222222
Toyota_Avalon,19,28,3490,5,268,0.07679083,3.5,6,3,AS,large,197.2,gas,no,no,Toyota,Avalon,52.6315789,35.7142857
Toyota_Matrix,25,31,2756,5,126,0.04571843,1.8,4,3,A,smallwagon,171.3,gas,no,no,Toyota,Matrix,40,32.2580645
Toyota_Matrix,26,33,2679,5,126,0.04703247,1.8,4,3,M,smallwagon,171.3,gas,no,no,Toyota,Matrix,38.4615385,30.3030303
Toyota_Sienna,17,23,4266,7,266,0.06235349,3.5,6,3,A,minivan,201,gas,no,no,Toyota,Sienna,58.8235294,43.4782609
Toyota_4Runner,16,21,4045,5,236,0.05834363,4,6,3,A,suv2,189.2,gas,no,no,Toyota,4Runner,62.5,47.6190476
Toyota_4Runner,15,19,4225,5,260,0.06153846,4.7,8,3,A,suv2,189.2,gas,no,no,Toyota,4Runner,66.6666667,52.6315789
Toyota_Highlander,18,24,4045,7,270,0.06674907,3.5,6,3,AS,suv2,188.4,gas,no,no,Toyota,Highlander,55.5555556,41.6666667
Toyota_RAV4,21,27,3300,5,166,0.05030303,2.4,4,3,A,suv2,181.1,gas,no,no,Toyota,RAV4,47.6190476,37.037037
Toyota_RAV4,19,27,3527,5,269,0.07626878,3.5,6,3,A,suv2,181.1,gas,no,no,Toyota,RAV4,52.6315789,37.037037
Toyota_Sequoia,14,17,5680,8,273,0.04806338,4.7,8,3,AS,suv2,205.1,gas,no,no,Toyota,Sequoia,71.4285714,58.8235294
Toyota_Sequoia,14,19,5730,8,381,0.06649215,5.7,8,3,AS,suv2,205.1,gas,no,no,Toyota,Sequoia,71.4285714,52.6315789
Toyota_4Runner,16,20,4300,5,236,0.05488372,4,6,3,A,suv4,189.2,gas,no,no,Toyota,4Runner,62.5,50
Toyota_4Runner,14,17,4505,5,260,0.05771365,4.7,8,3,A,suv4,189.2,gas,no,no,Toyota,4Runner,71.4285714,58.8235294
Toyota_FJCruiser,16,20,4295,5,239,0.0556461,4,6,3,A,suv4,183.9,gas,no,no,Toyota,FJCruiser,62.5,50
Toyota_FJCruiser,15,18,4290,5,239,0.05571096,4,6,3,M,suv4,183.9,gas,no,no,Toyota,FJCruiser,66.6666667,55.5555556
Toyota_Highlander,17,23,4178,7,270,0.06462422,3.5,6,3,AS,suv4,188.4,gas,no,no,Toyota,Highlander,58.8235294,43.4782609
Toyota_Highlander_Hybrid,27,25,4508,7,209,0.04636202,3.3,6,3,AV,suv4,188.4,gas,yes,no,Toyota,Highlander_Hybrid,37.037037,40
Toyota_Land_Cruiser,13,18,5690,8,381,0.06695958,5.7,8,3,AS,suv4,194.9,gas,no,no,Toyota,Land_Cruiser,76.9230769,55.5555556
Toyota_RAV4,20,25,3444,5,166,0.04819977,2.4,4,3,A,suv4,181.1,gas,no,no,Toyota,RAV4,50,40
Toyota_RAV4,19,26,3655,5,269,0.07359781,3.5,6,3,A,suv4,181.1,gas,no,no,Toyota,RAV4,52.6315789,38.4615385
Toyota_Sequoia,13,16,5920,8,273,0.04611486,4.7,8,3,AS,suv4,205.1,gas,no,no,Toyota,Sequoia,76.9230769,62.5
Toyota_Sequoia,13,18,6030,8,381,0.06318408,5.7,8,3,AS,suv4,205.1,gas,no,no,Toyota,Sequoia,76.9230769,55.5555556
Volkswagen_Eos,21,30,3569,4,200,0.05603811,2,4,2,AS,subcompact,173.6,gas,no,yes,Volkswagen,Eos,47.6190476,33.3333333
Volkswagen_Eos,20,29,3505,4,200,0.05706134,2,4,2,M,subcompact,173.6,gas,no,yes,Volkswagen,Eos,50,34.4827586
Volkswagen_Eos,19,26,3686,4,250,0.0678242,3.2,6,2,AS,subcompact,173.6,gas,no,no,Volkswagen,Eos,52.6315789,38.4615385
Volkswagen_New_Beetle,20,29,2965,4,150,0.05059022,2.5,5,2,AS,subcompact,161.1,gas,no,no,Volkswagen,New_Beetle,50,34.4827586
Volkswagen_New_Beetle,20,28,2884,4,150,0.0520111,2.5,5,2,M,subcompact,161.1,gas,no,no,Volkswagen,New_Beetle,50,35.7142857
Volkswagen_GLI,22,29,3334,5,200,0.059988,2,4,2,AS,compact,179.3,gas,no,yes,Volkswagen,GLI,45.4545455,34.4827586
Volkswagen_GLI,20,29,3290,5,200,0.06079027,2,4,2,M,compact,179.3,gas,no,yes,Volkswagen,GLI,50,34.4827586
Volkswagen_Jetta,21,29,3285,5,170,0.05175038,2.5,5,2,AS,compact,179.3,gas,no,no,Volkswagen,Jetta,47.6190476,34.4827586
Volkswagen_Jetta,21,29,3230,5,170,0.05263158,2.5,5,2,M,compact,179.3,gas,no,no,Volkswagen,Jetta,47.6190476,34.4827586
Volkswagen_R32,18,23,3547,5,250,0.0704821,3.2,6,2,AS,compact,167.2,gas,no,no,Volkswagen,R32,55.5555556,43.4782609
Volkswagen_Rabbit,21,29,3138,5,170,0.05417463,2.5,5,2,AS,compact,165.8,gas,no,no,Volkswagen,Rabbit,47.6190476,34.4827586
Volkswagen_Rabbit,22,29,3072,5,170,0.05533854,2.5,5,2,M,compact,165.8,gas,no,no,Volkswagen,Rabbit,45.4545455,34.4827586
Volkswagen_Passat,19,28,3344,5,200,0.05980861,2,4,2,AS,midsize,188.2,gas,no,yes,Volkswagen,Passat,52.6315789,35.7142857
Volkswagen_Passat,20,29,3305,5,200,0.06051437,2,4,2,M,midsize,188.2,gas,no,yes,Volkswagen,Passat,50,34.4827586
Volkswagen_Passat,17,26,3576,5,280,0.07829978,3.6,6,2,AS,midsize,188.2,gas,no,no,Volkswagen,Passat,58.8235294,38.4615385
Volkswagen_Passat,20,28,3307,5,200,0.06047777,2,4,2,AS,midsizewagon,188,gas,no,yes,Volkswagen,Passat,50,35.7142857
Volkswagen_Passat,20,29,3346,5,200,0.05977286,2,4,2,M,midsizewagon,188,gas,no,yes,Volkswagen,Passat,50,34.4827586
Volkswagen_Touareg,14,20,5086,5,280,0.05505309,3.6,6,2,AS,suv4,187.2,gas,no,no,Volkswagen,Touareg,71.4285714,50
Volkswagen_Touareg,12,17,5300,5,350,0.06603774,4.2,8,2,AS,suv4,187.2,gas,no,no,Volkswagen,Touareg,83.3333333,58.8235294
Volvo_C70,18,27,3627,4,227,0.06258616,2.5,5,2,M,subcompact,180.4,gas,no,yes,Volvo,C70,55.5555556,37.037037
Volvo_C30,19,28,3201,4,227,0.07091534,2.5,5,2,M,compact,167.4,gas,no,yes,Volvo,C30,52.6315789,35.7142857
Volvo_S40,20,28,3220,5,168,0.05217391,2.4,5,2,M,compact,176.2,gas,no,no,Volvo,S40,50,35.7142857
Volvo_S60,19,27,3523,5,208,0.05904059,2.5,5,2,A,compact,181.2,gas,no,yes,Volvo,S60,52.6315789,37.037037
Volvo_S80,16,24,4016,5,281,0.06997012,3.2,6,2,AS,midsize,191,gas,no,no,Volvo,S80,62.5,41.6666667
Volvo_S80,15,23,4100,5,311,0.07585366,4.4,8,2,AS,midsize,191,gas,no,no,Volvo,S80,66.6666667,43.4782609
Volvo_V50,20,28,3321,5,168,0.05058717,2.4,5,2,AS,smallwagon,178,gas,no,no,Volvo,V50,50,35.7142857
Volvo_V70,16,24,3527,5,235,0.06662886,3.2,6,2,AS,midsizewagon,189.9,gas,no,no,Volvo,V70,62.5,41.6666667
Volvo_XC90,14,20,4356,5,235,0.05394858,3.2,6,2,AS,suv2,189.3,gas,no,no,Volvo,XC90,71.4285714,50
Volvo_XC70,15,22,4092,5,235,0.05742913,3.2,6,2,AS,suv4,190.5,gas,no,no,Volvo,XC70,66.6666667,45.4545455
Volvo_XC90,13,19,4826,7,311,0.0644426,4.4,8,2,AS,suv4,189.3,gas,no,no,Volvo,XC90,76.9230769,52.6315789
