Date,Price,Apple Daily Return,Market Return,Equal-Weighted Return,Apple Daily Percentage Change
3409776000.0,427.75,-0.003169,0.00558,0.005448,-0.3169
3409862400.0,420.29999,-0.017417,0.000881,0.003698,-1.7416999999999998
3410121600.0,427.409,0.016914,0.001606,0.001857,1.6913999999999998
3410208000.0,420.41,-0.016375,-0.000804,0.003348,-1.6375000000000002
3410294400.0,446.66,0.062439,0.009956,0.009547,6.2439
3410380800.0,444.63,-0.004545,-0.004906,-0.001075,-0.4545
3410467200.0,447.28,0.00596,0.000698,0.00615,0.596
3410726400.0,453.01001,0.012811,-0.003724,-0.004826,1.2811
3410812800.0,456.48001,0.00766,-7.6e-05,0.001781,0.766
3410899200.0,456.19,-0.000635,0.011173,0.01373,-0.0635
3410985600.0,455.12,-0.002346,0.001838,0.004402,-0.2346
3411072000.0,459.67999,0.010019,0.014664,0.014936,1.0019
3411331200.0,463.97,0.009333,-0.000988,-0.000431,0.9332999999999999
3411417600.0,468.82999,0.010475,0.001391,0.001486,1.0475
3411504000.0,476.67999,0.016744,0.002189,0.00348,1.6743999999999999
3411590400.0,493.17001,0.034593,0.001002,0.000374,3.4593
3411676800.0,493.42001,0.000507,-0.008383,-0.009773,0.050699999999999995
3411936000.0,502.60001,0.018605,0.007439,0.009485,1.8605
3412022400.0,509.45999,0.013649,-0.001546,-0.004058,1.3649
3412108800.0,497.67001,-0.023142,-0.004224,-0.003162,-2.3142
3412195200.0,502.20999,0.009122,0.012461,0.011497,0.9122
3412281600.0,502.12,-0.000179,0.001387,0.002727,-0.0179
3412627200.0,514.84998,0.025352,0.000152,-0.002241,2.5352
3412713600.0,513.03998,-0.003516,-0.003127,-0.00419,-0.3516
3412800000.0,516.39001,0.00653,0.005699,0.008054,0.653
3412886400.0,522.40997,0.011658,0.001495,0.000411,1.1658
3413145600.0,525.76001,0.006413,0.000818,-0.000761,0.6413
3413232000.0,535.40997,0.018354,0.00291,0.000562,1.8354
3413318400.0,542.44,0.01313,-0.005676,-0.009158,1.313
3413404800.0,544.46997,0.003742,0.006806,0.00467,0.37420000000000003
3413491200.0,545.17999,0.001304,-0.004921,-0.008031,0.13040000000000002
3413750400.0,533.15997,-0.022048,-0.004551,-0.003539,-2.2048
3413836800.0,530.26001,-0.005439,-0.017379,-0.017306,-0.5439
3413923200.0,530.69,0.000811,0.007942,0.009483,0.08109999999999999
3414009600.0,541.98999,0.021293,0.010859,0.010692,2.1292999999999997
3414096000.0,545.16998,0.005867,0.004495,0.007768,0.5867
3414355200.0,552.0,0.012528,-0.001367,-0.001611,1.2528
3414441600.0,568.09998,0.029167,0.017606,0.01448,2.9166999999999996
3414528000.0,589.58002,0.03781,-0.003915,-0.006757,3.781
3414614400.0,585.56,-0.006818,0.006515,0.004869,-0.6818000000000001
3414700800.0,585.57001,1.7e-05,0.001337,0.001369,0.0017
3414960000.0,601.09998,0.026521,0.003999,0.004746,2.6521
3415046400.0,605.96002,0.008085,-0.004507,-0.005338,0.8085
3415132800.0,602.5,-0.00571,-0.001121,0.001131,-0.571
3415219200.0,599.34003,-0.005245,-0.008106,-0.008249,-0.5245
3415305600.0,596.04999,-0.005489,0.004475,0.00716,-0.5488999999999999
3415564800.0,606.97998,0.018337,0.013963,0.011392,1.8336999999999999
3415651200.0,614.47998,0.012356,-0.003657,-0.00286,1.2356
3415737600.0,617.62,0.00511,-0.005516,-0.005416,0.511
3415824000.0,609.85999,-0.012564,-0.001898,-0.001653,-1.2564
3415910400.0,599.54999,-0.016906,0.003351,0.002024,-1.6906
3416169600.0,618.63,0.031824,0.008052,0.007351,3.1824
3416256000.0,629.32001,0.01728,-0.004442,-0.006565,1.728
3416342400.0,624.31,-0.007961,-0.011808,-0.011965,-0.7960999999999999
3416428800.0,633.67999,0.015009,-0.000796,-0.000687,1.5009
3416774400.0,636.22998,0.004024,-0.011361,-0.011932,0.4024
3416860800.0,628.44,-0.012244,-0.01801,-0.016253,-1.2244
3416947200.0,626.20001,-0.003564,0.008515,0.011544,-0.3564
3417033600.0,622.77002,-0.005477,0.015078,0.013034,-0.5477
3417120000.0,605.22998,-0.028165,-0.012386,-0.010668,-2.8165
3417379200.0,580.13,-0.041472,-0.000586,-3.5e-05,-4.1472
3417465600.0,609.70001,0.050971,0.014946,0.010763,5.0971
3417552000.0,608.34003,-0.002231,-0.004029,-0.006151,-0.2231
3417638400.0,587.44,-0.034356,-0.004659,-0.002353,-3.4356
3417724800.0,572.97998,-0.024615,0.001629,0.003792,-2.4615
3417984000.0,571.70001,-0.002234,-0.009527,-0.009771,-0.2234
3418070400.0,560.28003,-0.019975,0.00325,0.005771,-1.9975
3418156800.0,610.0,0.088741,0.013822,0.010281,8.8741
3418243200.0,607.70001,-0.00377,0.006806,0.005776,-0.377
3418329600.0,603.0,-0.007734,0.003897,0.005274,-0.7734000000000001
3418588800.0,583.97998,-0.031542,-0.004314,-0.004072,-3.1542
3418675200.0,582.13,-0.003168,0.00487,0.001691,-0.31679999999999997
3418761600.0,585.97998,0.006614,-0.002036,-0.000501,0.6614
3418848000.0,581.82001,-0.007099,-0.009943,-0.010855,-0.7099
3418934400.0,565.25,-0.02848,-0.015666,-0.012679,-2.848
3419193600.0,569.47998,0.007483,0.000556,0.001085,0.7483
3419280000.0,568.17999,-0.002283,-0.005348,-0.004437,-0.22829999999999998
3419366400.0,569.17999,0.00176,-0.006016,-0.004077,0.17600000000000002
3419452800.0,570.52002,0.002354,0.00287,0.002588,0.23540000000000003
3419539200.0,566.71002,-0.006678,-0.002779,-0.003641,-0.6678
3419798400.0,558.21997,-0.014981,-0.01216,-0.012421,-1.4981
3419884800.0,553.16998,-0.009047,-0.006029,-0.006528,-0.9047
3419971200.0,546.07501,-0.012826,-0.004927,-0.007807,-1.2826
3420057600.0,530.12,-0.029218,-0.015843,-0.015911,-2.9218
3420144000.0,530.38,0.00049,-0.00814,-0.009673,0.049
3420403200.0,561.28003,0.05826,0.017751,0.016319,5.826
3420489600.0,556.96997,-0.007679,-0.00047,-0.004011,-0.7679
3420576000.0,570.56,0.0244,0.002796,0.002394,2.44
3420662400.0,565.32001,-0.009184,0.001002,0.001696,-0.9184
3420748800.0,562.28998,-0.00536,-0.001539,0.00121,-0.536
3421094400.0,572.27002,0.017749,0.011224,0.009963,1.7749000000000001
3421180800.0,579.16998,0.012057,-0.015482,-0.014326,1.2057
3421267200.0,577.72998,-0.002486,-0.001964,-0.000487,-0.2486
3421353600.0,560.98999,-0.028975,-0.024506,-0.020451,-2.8975
3421612800.0,564.28998,0.005882,-0.001002,-0.002267,0.5882000000000001
3421699200.0,562.83002,-0.002587,0.007851,0.008065,-0.2587
3421785600.0,571.46002,0.015333,0.022686,0.019661,1.5332999999999999
3421872000.0,571.71997,0.000455,-0.001373,-0.002025,0.0455
3421958400.0,580.32001,0.015042,0.007125,0.005409,1.5042
3422217600.0,571.16998,-0.015767,-0.01395,-0.013468,-1.5767
3422304000.0,576.15997,0.008736,0.011662,0.008888,0.8736
3422390400.0,572.15997,-0.006943,-0.006935,-0.007142,-0.6943
3422476800.0,571.53003,-0.001101,0.009494,0.007904,-0.1101
3422563200.0,574.13,0.004549,0.010109,0.008727,0.4549
3422822400.0,585.78003,0.020292,0.002201,0.001768,2.0292
3422908800.0,587.40997,0.002783,0.011614,0.01289,0.2783
3422995200.0,585.74103,-0.002841,-0.001473,-0.000497,-0.2841
3423081600.0,577.66998,-0.013779,-0.023448,-0.018456,-1.3779
3423168000.0,582.09998,0.007669,0.007247,0.007577,0.7668999999999999
3423427200.0,570.76501,-0.019473,-0.015425,-0.011917,-1.9473
3423513600.0,572.02502,0.002208,0.004859,0.002915,0.2208
3423600000.0,574.5,0.004327,0.009026,0.00962,0.43270000000000003
3423686400.0,569.04999,-0.009487,-0.002125,-0.002531,-0.9487000000000001
3423772800.0,584.0,0.026272,0.02561,0.023311,2.6272
3424032000.0,592.52002,0.014589,0.003868,0.006684,1.4588999999999999
3424118400.0,599.40997,0.011628,0.00894,0.010767,1.1627999999999998
3424291200.0,609.94,0.017567,-0.004123,-0.000733,1.7567
3424377600.0,605.88,-0.006656,-0.009956,-0.007701,-0.6656
3424636800.0,613.89001,0.01322,-0.002193,-0.002344,1.322
3424723200.0,608.21002,-0.009252,-0.008807,-0.00824,-0.9252
3424809600.0,604.42999,-0.006215,-0.000302,-0.000282,-0.6215
3424896000.0,598.90002,-0.009149,-0.00488,-0.004134,-0.9148999999999999
3424982400.0,604.96997,0.010135,0.015253,0.010665,1.0135
3425241600.0,606.90997,0.003207,-0.002466,-0.003494,0.32070000000000004
3425328000.0,606.94,4.9e-05,0.006708,0.002457,0.0049
3425414400.0,606.26001,-0.00112,0.006246,0.003871,-0.11199999999999999
3425500800.0,614.32001,0.013295,0.002819,1.6e-05,1.3295
3425587200.0,604.29999,-0.016311,-0.009908,-0.008733,-1.6311
3425846400.0,603.83002,-0.000778,-0.01014,-0.012004,-0.07780000000000001
3425932800.0,600.91998,-0.004819,-0.00941,-0.00927,-0.48190000000000005
3426019200.0,574.96997,-0.043184,0.000714,0.002465,-4.3184000000000005
3426105600.0,574.88,-0.000156,0.015498,0.008642,-0.0156
3426192000.0,585.15997,0.017882,0.018906,0.01647,1.7881999999999998
3426451200.0,595.03003,0.016867,-0.000796,-0.002846,1.6867
3426537600.0,610.76001,0.026436,-0.004969,-0.003201,2.6436
3426624000.0,606.81,-0.006467,-0.004475,-0.009081,-0.6466999999999999
3426710400.0,607.78998,0.001615,-0.007291,-0.005662,0.16149999999999998
3426796800.0,615.70001,0.013014,0.019217,0.017764,1.3014
3427056000.0,622.54999,0.011126,0.003528,0.006633,1.1126
3427142400.0,620.914,-0.002628,0.006347,0.006234,-0.26280000000000003
3427228800.0,619.85999,-0.001698,0.000185,-0.000985,-0.1698
3427315200.0,620.72998,0.005679,0.001632,0.00339,0.5679
3427401600.0,621.70001,0.001563,0.001878,-0.000714,0.1563
3427660800.0,630.0,0.01335,-0.001901,-0.002122,1.335
3427747200.0,631.69,0.002683,-1e-05,-0.002248,0.2683
3427833600.0,630.83002,-0.001361,0.002742,0.004557,-0.1361
3427920000.0,636.34003,0.008735,0.007898,0.008086,0.8734999999999999
3428006400.0,648.10999,0.018496,0.002642,0.004758,1.8496
3428265600.0,665.15002,0.026292,-0.000604,-0.001571,2.6292
3428352000.0,656.06201,-0.013663,-0.002326,-0.000635,-1.3663
3428438400.0,668.87,0.019523,-0.000101,-0.001769,1.9523
3428524800.0,662.63,-0.009329,-0.007328,-0.004534,-0.9329000000000001
3428611200.0,663.22198,0.000893,0.005503,0.003249,0.0893
3428870400.0,675.67999,0.018784,-0.000554,-0.000562,1.8783999999999998
3428956800.0,674.79999,-0.001302,0.00025,0.002383,-0.1302
3429043200.0,673.466,-0.001977,0.001006,0.001836,-0.19770000000000001
3429129600.0,663.86798,-0.014252,-0.007791,-0.007581,-1.4252
3429216000.0,665.23999,0.002067,0.005875,0.005303,0.2067
3429561600.0,674.96997,0.014626,0.000683,0.003257,1.4626000000000001
3429648000.0,670.22998,-0.007023,-0.000603,-0.000701,-0.7022999999999999
3429734400.0,676.27002,0.009012,0.019457,0.01369,0.9011999999999999
3429820800.0,680.44,0.006166,0.005651,0.0065,0.6165999999999999
3430080000.0,662.73999,-0.026013,-0.005681,-0.001847,-2.6013
3430166400.0,660.59003,-0.003244,0.003425,0.004919,-0.32439999999999997
3430252800.0,669.78998,0.013927,0.002643,0.003966,1.3927
3430339200.0,682.97998,0.019693,0.015281,0.011218,1.9692999999999998
3430425600.0,691.28003,0.012153,0.006141,0.008189,1.2153
3430684800.0,699.78101,0.012297,-0.004545,-0.004125,1.2297
3430771200.0,701.90997,0.003042,-0.001779,-0.000302,0.3042
3430857600.0,702.09998,0.000271,0.001315,0.001816,0.0271
3430944000.0,698.70001,-0.004843,-0.001935,-0.003646,-0.4843
3431030400.0,700.09497,0.001997,0.000447,0.004987,0.19970000000000002
3431289600.0,690.78998,-0.013291,-0.003072,-0.003206,-1.3291000000000002
3431376000.0,673.53998,-0.024971,-0.010796,-0.009643,-2.4971
3431462400.0,665.17999,-0.012412,-0.005508,-0.00487,-1.2411999999999999
3431548800.0,681.32001,0.024264,0.010038,0.009004,2.4264
3431635200.0,667.10498,-0.020864,-0.004497,-0.00345,-2.0864000000000003
3431894400.0,659.39001,-0.011565,0.002808,0.002686,-1.1565
3431980800.0,661.31,0.002912,0.001179,0.000358,0.2912
3432067200.0,671.45001,0.015333,0.00252,-7.5e-05,1.5332999999999999
3432153600.0,666.79999,-0.006925,0.007665,0.006553,-0.6925
3432240000.0,652.59003,-0.021311,-0.000143,-0.000816,-2.1311
3432499200.0,638.16998,-0.022097,-0.003573,-0.003513,-2.2096999999999998
3432585600.0,635.84998,-0.003635,-0.009778,-0.009101,-0.36350000000000005
3432672000.0,640.90997,0.007958,-0.005549,-0.0041,0.7958
3432758400.0,628.09998,-0.019987,0.001748,0.004541,-1.9987000000000001
3432844800.0,629.71399,0.00257,-0.003495,-0.004211,0.257
3433104000.0,634.76001,0.008013,0.007239,0.004203,0.8012999999999999
3433190400.0,649.79248,0.023682,0.009928,0.007051,2.3682000000000003
3433276800.0,644.61359,-0.00797,0.005077,0.005617,-0.7969999999999999
3433363200.0,632.64001,-0.018575,-0.002691,-0.003857,-1.8575000000000002
3433449600.0,609.84003,-0.036039,-0.015631,-0.013002,-3.6039000000000003
3433708800.0,634.03003,0.039666,0.000195,-0.000217,3.9666
3433795200.0,613.35541,-0.032608,-0.012915,-0.006968,-3.2607999999999997
3433881600.0,616.83002,0.005665,-0.00262,-0.001404,0.5665
3433968000.0,609.53802,-0.011822,0.003296,0.002153,-1.1822
3434054400.0,604.0,-0.009086,-0.001378,-0.001835,-0.9086000000000001
3434486400.0,595.32001,-0.014371,0.002488,0.003479,-1.4371
3434572800.0,596.53992,0.002049,0.011187,0.009688,0.2049
3434659200.0,576.79999,-0.033091,-0.009744,-0.008756,-3.3091000000000004
3434918400.0,584.62109,0.013559,0.002247,0.003177,1.3558999999999999
3435004800.0,582.84949,-0.00303,0.007866,0.006034,-0.303
3435091200.0,558.00189,-0.038085,-0.021056,-0.017904,-3.8085
3435177600.0,537.75,-0.036294,-0.011559,-0.009589,-3.6294
3435264000.0,547.06,0.017313,0.000938,-0.000526,1.7312999999999998
3435523200.0,542.83002,-0.007732,-0.00022,-0.001908,-0.7732
3435609600.0,542.89801,0.000125,-0.004151,-0.005841,0.0125
3435696000.0,536.88,-0.011085,-0.014686,-0.015597,-1.1085
3435782400.0,525.62,-0.020973,-0.002941,-0.006183,-2.0972999999999997
3435868800.0,527.67798,0.003915,0.00619,0.005711,0.3915
3436128000.0,565.72998,0.072112,0.019175,0.016544,7.2112
3436214400.0,560.91339,-0.008514,0.00099,0.000886,-0.8514
3436300800.0,561.70001,0.001402,0.003116,0.004899,0.1402
3436473600.0,571.5,0.017447,0.012714,0.010102,1.7447000000000001
3436732800.0,589.53003,0.031549,-0.001648,0.001177,3.1549
3436819200.0,584.78003,-0.008057,-0.004425,-0.000884,-0.8057
3436905600.0,582.94,-0.003147,0.007487,0.00511,-0.3147
3436992000.0,589.35999,0.011013,0.005424,0.008573,1.1013
3437078400.0,585.28003,-0.006923,0.000261,0.000934,-0.6923
3437337600.0,586.19,0.001555,-0.004218,-0.002069,0.1555
3437424000.0,575.8454,-0.017647,-0.001278,-0.001109,-1.7647
3437510400.0,538.7923,-0.064346,0.001759,-1.9e-05,-6.4346
3437596800.0,547.24451,0.015687,0.00284,0.000757,1.5687
3437683200.0,533.25,-0.025573,0.002525,0.001168,-2.5572999999999997
3437942400.0,529.82092,-0.006431,0.001533,0.002706,-0.6431
3438028800.0,541.388,0.021832,0.00615,0.007321,2.1832000000000003
3438115200.0,539.0,-0.004411,0.000254,-0.000299,-0.4411
3438201600.0,529.69,-0.017273,-0.00587,-0.00408,-1.7273
3438288000.0,509.79401,-0.037562,-0.003101,0.000863,-3.7561999999999998
3438547200.0,518.83002,0.017725,0.010177,0.006517,1.7725000000000002
3438633600.0,533.90002,0.029046,0.011104,0.009526,2.9046
3438720000.0,526.31,-0.014216,-0.004642,0.000914,-1.4216
3438806400.0,521.73022,-0.008702,0.004884,0.004202,-0.8702
3438892800.0,519.33002,-0.0046,-0.008488,-0.00563,-0.45999999999999996
3439152000.0,520.16803,0.001614,-0.002205,-0.002533,0.1614
3439324800.0,512.99951,-0.013781,-0.004958,-0.003259,-1.3780999999999999
3439411200.0,515.06,0.004017,-0.000675,-0.001788,0.40169999999999995
3439497600.0,509.5892,-0.010622,-0.009273,-0.004132,-1.0622
3439756800.0,532.17291,0.044317,0.016422,0.014969,4.4317
3439929600.0,549.03003,0.031676,0.024985,0.024129,3.1676
3440016000.0,542.09589,-0.01263,-0.001907,0.000471,-1.2630000000000001
3440102400.0,527.0,-0.027847,0.005625,0.007408,-2.7847
3440361600.0,523.90002,-0.005882,-0.002554,-0.000448,-0.5882000000000001
3440448000.0,525.31,0.002691,-0.002217,-0.000524,0.2691
3440534400.0,517.09998,-0.015629,0.003403,0.005273,-1.5629
3440620800.0,523.51001,0.012396,0.006801,0.003862,1.2396
3440707200.0,520.29999,-0.006132,0.000246,0.000797,-0.6132000000000001
3440966400.0,501.75,-0.035652,-0.000348,0.00045,-3.5652000000000004
3441052800.0,485.92001,-0.03155,0.001962,0.001921,-3.1550000000000002
3441139200.0,506.09,0.041509,-0.000731,-0.001481,4.1509
3441225600.0,502.67999,-0.006738,0.005922,0.006769,-0.6738
3441312000.0,500.0,-0.005331,0.002936,0.002363,-0.5331
3441657600.0,504.76999,0.00954,0.005185,0.00615,0.954
3441744000.0,514.005,0.018295,0.000285,-0.000764,1.8295
3441830400.0,450.5,-0.123549,0.000646,0.001533,-12.3549
3441916800.0,439.88,-0.023574,0.005241,0.002828,-2.3574
3442176000.0,449.82999,0.02262,-0.001319,0.000423,2.262
3442262400.0,458.26999,0.018763,0.003618,0.002765,1.8762999999999999
3442348800.0,456.82999,-0.003142,-0.003872,-0.004865,-0.3142
3442435200.0,455.48999,-0.002933,-0.000787,0.002893,-0.2933
3442521600.0,453.62,-0.004105,0.009281,0.008245,-0.41050000000000003
3442780800.0,442.31601,-0.02492,-0.011034,-0.009364,-2.492
3442867200.0,457.84399,0.035106,0.009255,0.007102,3.5105999999999997
3442953600.0,457.35001,-0.001079,0.001308,0.002338,-0.10790000000000001
3443040000.0,468.22,0.029562,-0.002112,-0.002393,2.9562
3443126400.0,474.98001,0.014438,0.00539,0.003945,1.4438
3443385600.0,479.92999,0.010421,-0.001002,-0.000183,1.0421
3443472000.0,467.89999,-0.025066,0.002184,0.003532,-2.5066
3443558400.0,467.01001,-0.001902,0.001388,0.001443,-0.1902
3443644800.0,466.59,-0.000899,0.000848,0.001613,-0.0899
3443731200.0,460.16,-0.013781,-0.002003,-0.001715,-1.3780999999999999
3444076800.0,459.98999,-0.000369,0.006939,0.006199,-0.0369
3444163200.0,448.85001,-0.024218,-0.013312,-0.013073,-2.4218
3444249600.0,446.06,-0.006216,-0.007033,-0.007335,-0.6216
3444336000.0,450.81,0.010649,0.008677,0.007518,1.0649
3444595200.0,442.79999,-0.017768,-0.01714,-0.014094,-1.7768
3444681600.0,448.97,0.013934,0.005658,0.003625,1.3934
3444768000.0,444.57001,-0.0098,0.012264,0.00746,-0.98
3444854400.0,441.39999,-0.007131,-0.000638,-9e-05,-0.7131000000000001
3444940800.0,430.47,-0.024762,0.001766,0.001691,-2.4762
3445200000.0,420.04999,-0.024206,0.003658,0.001139,-2.4206
3445286400.0,431.14401,0.026411,0.009193,0.00727,2.6411000000000002
3445372800.0,425.66199,-0.012715,0.001655,0.00295,-1.2715
3445459200.0,430.582,0.011558,0.002327,0.004182,1.1558000000000002
3445545600.0,431.72,0.002643,0.004893,0.006155,0.2643
3445804800.0,437.87,0.014245,0.002695,0.002128,1.4245
3445891200.0,428.42999,-0.021559,0.022167,1.523416,-2.1559
3445977600.0,428.35001,-0.000187,-0.022798,7e-06,-0.018699999999999998
3446064000.0,432.5,0.009688,0.005947,0.004858,0.9688
3446150400.0,443.66,0.025803,-0.001507,-0.000636,2.5803
3446409600.0,455.72,0.027183,-0.005331,-0.002813,2.7182999999999997
3446496000.0,454.48999,-0.002699,-0.0029,-0.003544,-0.26990000000000003
3446582400.0,452.07999,-0.005303,0.007235,0.006508,-0.5303
3446668800.0,452.73001,0.001438,-0.007561,-0.00443,0.1438
3446755200.0,461.91,0.020277,0.005843,0.003328,2.0277
3447014400.0,463.57999,0.003615,-0.003076,-0.001587,0.36150000000000004
3447100800.0,461.13599,-0.005272,0.007289,0.003325,-0.5272
3447187200.0,452.07999,-0.019638,-0.000121,0.000679,-1.9638
3447273600.0,442.66,-0.020837,0.004036,0.002917,-2.0837000000000003
