Day,Month,Year,Price,RelChange,Time,RiskFree
7.0,7.0,1988.0,79.0,0.0,88.5167,71.85386871171109
8.0,7.0,1988.0,77.75,-0.0158228,88.5194,71.8673772390289
11.0,7.0,1988.0,77.375,-0.00482315,88.5278,71.88088830594984
12.0,7.0,1988.0,78.875,0.0193861,88.5306,71.89440191295137
13.0,7.0,1988.0,78.875,0.0,88.5333,71.90791806051101
14.0,7.0,1988.0,78.375,-0.00633914,88.5361,71.92143674910639
15.0,7.0,1988.0,79.5,0.0143541,88.5389,71.93495797921523
18.0,7.0,1988.0,79.625,0.00157233,88.5472,71.94848175131533
19.0,7.0,1988.0,79.0,-0.00784929,88.55,71.96200806588458
20.0,7.0,1988.0,79.25,0.00316456,88.5528,71.97553692340097
21.0,7.0,1988.0,79.625,0.00473186,88.5556,71.98906832434257
22.0,7.0,1988.0,78.625,-0.0125589,88.5583,72.00260226918755
25.0,7.0,1988.0,80.0,0.0174881,88.5667,72.01613875841416
26.0,7.0,1988.0,79.375,-0.0078125,88.5694,72.02967779250075
27.0,7.0,1988.0,79.25,-0.0015748,88.5722,72.04321937192574
28.0,7.0,1988.0,80.0,0.00946372,88.575,72.05676349716767
29.0,7.0,1988.0,80.125,0.0015625,88.5778,72.07031016870513
1.0,8.0,1988.0,80.0,-0.00156006,88.5833,72.08385938701686
2.0,8.0,1988.0,79.25,-0.009375,88.5861,72.09741115258163
3.0,8.0,1988.0,79.75,0.00630915,88.5889,72.11096546587832
4.0,8.0,1988.0,79.25,-0.00626959,88.5917,72.12452232738592
5.0,8.0,1988.0,78.125,0.00157729,88.5944,72.13808173758348
8.0,8.0,1988.0,78.0,-0.0016,88.6028,72.15164369695015
9.0,8.0,1988.0,77.25,-0.00961539,88.6056,72.16520820596517
10.0,8.0,1988.0,75.75,-0.0194175,88.6083,72.1787752651079
11.0,8.0,1988.0,75.875,0.00165017,88.6111,72.19234487485775
12.0,8.0,1988.0,75.75,-0.00164745,88.6139,72.20591703569423
15.0,8.0,1988.0,75.375,-0.0049505,88.6222,72.21949174809694
16.0,8.0,1988.0,75.0,-0.00497512,88.625,72.23306901254558
17.0,8.0,1988.0,74.0,-0.0133333,88.6278,72.24664882951996
18.0,8.0,1988.0,74.75,0.0101351,88.6306,72.26023119949991
19.0,8.0,1988.0,72.0,-0.0367893,88.6333,72.27381612296543
22.0,8.0,1988.0,71.125,-0.0121528,88.6417,72.28740360039654
23.0,8.0,1988.0,72.25,0.0158172,88.6444,72.30099363227342
24.0,8.0,1988.0,73.0,0.0103806,88.6472,72.31458621907629
25.0,8.0,1988.0,72.375,-0.00856164,88.65,72.32818136128549
26.0,8.0,1988.0,72.0,-0.00518135,88.6528,72.34177905938141
29.0,8.0,1988.0,72.625,0.00868056,88.6611,72.35537931384458
30.0,8.0,1988.0,72.875,0.00344234,88.6639,72.36898212515558
31.0,8.0,1988.0,72.875,0.0,88.6667,72.38258749379511
1.0,9.0,1988.0,71.875,-0.0137221,88.6667,72.39619542024396
2.0,9.0,1988.0,73.375,0.0208696,88.6694,72.40980590498296
6.0,9.0,1988.0,74.25,0.011925,88.6806,72.42341894849311
7.0,9.0,1988.0,73.75,-0.00673401,88.6833,72.43703455125544
8.0,9.0,1988.0,73.625,-0.00169492,88.6861,72.45065271375108
9.0,9.0,1988.0,73.25,-0.00509338,88.6889,72.46427343646127
12.0,9.0,1988.0,74.125,0.0119454,88.6972,72.47789671986733
13.0,9.0,1988.0,74.625,0.00674536,88.7,72.49152256445068
14.0,9.0,1988.0,75.25,0.00837521,88.7028,72.5051509706928
15.0,9.0,1988.0,74.75,-0.00664452,88.7056,72.5187819390753
16.0,9.0,1988.0,75.375,0.0083612,88.7083,72.53241547007985
19.0,9.0,1988.0,74.375,-0.013267,88.7167,72.54605156418823
20.0,9.0,1988.0,74.25,-0.00168067,88.7194,72.5596902218823
21.0,9.0,1988.0,73.875,-0.00505051,88.7222,72.57333144364402
22.0,9.0,1988.0,72.75,-0.0152284,88.725,72.58697522995543
23.0,9.0,1988.0,73.625,0.0120275,88.7278,72.60062158129867
26.0,9.0,1988.0,74.125,0.00679117,88.7361,72.61427049815596
27.0,9.0,1988.0,73.625,-0.00674536,88.7389,72.62792198100962
28.0,9.0,1988.0,73.375,-0.00339559,88.7417,72.64157603034205
29.0,9.0,1988.0,74.5,0.0153322,88.7444,72.65523264663577
30.0,9.0,1988.0,75.0,0.00671141,88.7472,72.66889183037334
3.0,10.0,1988.0,75.125,0.00166667,88.7556,72.68255358203746
4.0,10.0,1988.0,75.0,-0.00166389,88.7583,72.69621790211089
5.0,10.0,1988.0,74.5,-0.00666667,88.7611,72.70988479107649
6.0,10.0,1988.0,74.125,-0.00503356,88.7639,72.72355424941722
7.0,10.0,1988.0,75.625,0.0202361,88.7667,72.73722627761612
10.0,10.0,1988.0,75.625,0.0,88.775,72.75090087615631
11.0,10.0,1988.0,75.25,-0.00495868,88.7778,72.76457804552103
12.0,10.0,1988.0,73.875,-0.0182724,88.7806,72.77825778619359
13.0,10.0,1988.0,74.5,0.00846024,88.7833,72.7919400986574
14.0,10.0,1988.0,74.625,0.00167785,88.7861,72.80562498339596
17.0,10.0,1988.0,75.0,0.00502513,88.7944,72.81931244089284
18.0,10.0,1988.0,76.875,0.025,88.7972,72.83300247163174
19.0,10.0,1988.0,75.875,-0.0130081,88.8,72.84669507609641
20.0,10.0,1988.0,76.875,0.0131796,88.8028,72.86039025477072
21.0,10.0,1988.0,77.0,0.00162602,88.8056,72.87408800813863
24.0,10.0,1988.0,76.75,-0.00324675,88.8139,72.88778833668417
25.0,10.0,1988.0,77.625,0.0114007,88.8167,72.90149124089147
26.0,10.0,1988.0,77.625,0.0,88.8194,72.91519672124477
27.0,10.0,1988.0,80.5,0.037037,88.8222,72.92890477822837
28.0,10.0,1988.0,83.875,0.0419255,88.825,72.94261541232669
31.0,10.0,1988.0,83.375,-0.00596125,88.8333,72.95632862402421
1.0,11.0,1988.0,84.0,0.00749625,88.8333,72.97004441380552
2.0,11.0,1988.0,84.875,0.0104167,88.8361,72.98376278215532
3.0,11.0,1988.0,84.625,-0.00294551,88.8389,72.99748372955837
4.0,11.0,1988.0,83.375,-0.0147711,88.8417,73.01120725649953
7.0,11.0,1988.0,82.5,-0.0104948,88.85,73.02493336346376
8.0,11.0,1988.0,83.0,0.00606061,88.8528,73.0386620509361
9.0,11.0,1988.0,83.0,0.0,88.8556,73.05239331940167
10.0,11.0,1988.0,81.875,0.00150602,88.8583,73.06612716934573
11.0,11.0,1988.0,80.875,-0.0122137,88.8611,73.07986360125358
14.0,11.0,1988.0,80.375,-0.00618238,88.8694,73.09360261561062
15.0,11.0,1988.0,81.125,0.00933126,88.8722,73.10734421290236
16.0,11.0,1988.0,79.25,-0.0231125,88.875,73.1210883936144
17.0,11.0,1988.0,80.0,0.00946372,88.8778,73.1348351582324
18.0,11.0,1988.0,80.125,0.0015625,88.8806,73.14858450724216
21.0,11.0,1988.0,80.625,0.00624025,88.8889,73.16233644112953
22.0,11.0,1988.0,81.375,0.00930233,88.8917,73.17609096038046
23.0,11.0,1988.0,82.25,0.0107527,88.8944,73.18984806548102
25.0,11.0,1988.0,82.125,-0.00151976,88.9,73.20360775691734
28.0,11.0,1988.0,82.25,0.00152207,88.9083,73.21737003517565
29.0,11.0,1988.0,83.875,0.0197568,88.9111,73.23113490074226
30.0,11.0,1988.0,84.25,0.00447094,88.9139,73.2449023541036
1.0,12.0,1988.0,84.5,0.00296736,88.9167,73.25867239574617
2.0,12.0,1988.0,83.625,-0.010355,88.9194,73.27244502615657
5.0,12.0,1988.0,85.75,0.0254111,88.9278,73.2862202458215
6.0,12.0,1988.0,87.25,0.0174927,88.9306,73.29999805522772
7.0,12.0,1988.0,86.375,-0.0100287,88.9333,73.3137784548621
8.0,12.0,1988.0,86.0,-0.00434153,88.9361,73.32756144521163
9.0,12.0,1988.0,86.5,0.00581395,88.9389,73.34134702676333
12.0,12.0,1988.0,86.5,0.0,88.9472,73.35513520000437
13.0,12.0,1988.0,86.375,-0.00144509,88.95,73.36892596542198
14.0,12.0,1988.0,86.0,-0.00434153,88.9528,73.38271932350348
15.0,12.0,1988.0,85.625,-0.00436047,88.9556,73.3965152747363
16.0,12.0,1988.0,85.75,0.00145985,88.9583,73.41031381960796
19.0,12.0,1988.0,87.75,0.0233236,88.9667,73.42411495860605
20.0,12.0,1988.0,87.0,-0.00854701,88.9694,73.43791869221828
21.0,12.0,1988.0,86.125,-0.0100575,88.9722,73.45172502093241
22.0,12.0,1988.0,85.75,-0.00435414,88.975,73.46553394523636
23.0,12.0,1988.0,85.125,-0.00728863,88.9778,73.47934546561807
27.0,12.0,1988.0,85.375,0.00293686,88.9889,73.49315958256561
28.0,12.0,1988.0,85.25,-0.00146413,88.9917,73.50697629656713
29.0,12.0,1988.0,85.25,0.0,88.9944,73.52079560811089
30.0,12.0,1988.0,83.5,-0.0205279,88.9972,73.53461751768522
