Time,Risk-free Rate,VW Return,Inflation,Sears,K-Mart,Penney,Mcdonalds,Citicorp,Disney,Dun&Brads,Marriott,Fluor,IBM,Centex,Exxon,Amoco,Imperial_Oil,Schlumberger,Halliburton,Can_Pacific,Delta,United,Dow,GTE,GM,Kodak,JPMorgan,Oil Port,Retail Port,Mixed Portfolio
1980.8333333333333,0.009569979560357076,0.10675273686365667,0.009059984128026475,-0.018,-0.0854,-0.0778,0.0367,0.1226,0.1976,0.069,-0.0438,0.1087,0.0354,0.2138,0.1741,0.3271,0.0014,0.2012,0.2563,0.0031,0.2204,-0.0132,0.0615,-0.0026,-0.0845,0.033,-0.014,0.2506,-0.0479,-0.04925
1980.9166666666667,0.013067887902314125,-0.034963056465390684,0.008587085428804703,0.0,0.0288,0.1325,0.0627,0.1313,0.0148,-0.013,0.0018,-0.1415,-0.0037,-0.0327,-0.0825,-0.1755,-0.1165,-0.0972,-0.0082,-0.0878,0.0396,-0.0667,-0.0558,0.0235,0.0141,0.009,0.1875,-0.129,0.06625,0.1008
1981.0,0.010369820061915103,-0.041805737224301975,0.008126800781091523,0.0,-0.021,-0.0336,0.0974,-0.0619,0.0195,0.0483,0.0153,-0.1396,-0.0516,-0.1118,-0.0357,-0.1487,0.0864,-0.0994,-0.1198,0.0103,0.1123,0.0857,0.0662,-0.0367,0.0222,-0.0018,-0.0169,-0.0922,-0.0168,0.0026500000000000013
1981.0833333333333,0.010691316001909484,0.016786994051296585,0.010365212256592253,0.0223,-0.0297,0.0674,0.1159,-0.0055,0.1411,-0.004,-0.0564,0.0,0.0114,-0.0397,-0.0547,0.0059,-0.1283,0.0391,0.0415,-0.0374,0.0309,0.2368,0.0766,-0.0027,0.1027,0.1598,0.0837,-0.024399999999999998,0.04485,0.0932
1981.1666666666667,0.012076658987743351,0.044251935696677146,0.007219846548131803,0.2049,0.1642,0.2158,0.0546,0.0449,0.0294,0.0911,0.1573,-0.0179,-0.0292,0.1052,-0.0469,0.0886,0.0728,-0.0696,-0.0033,0.1519,0.0242,0.0692,0.0495,0.0735,0.0549,0.0187,-0.0677,0.02085,0.21034999999999998,-0.0063999999999999994
1981.25,0.010755967936908794,-0.016009708899270225,0.0064132590975133005,0.0476,0.1154,0.1198,0.0279,0.086,-0.045,0.0699,0.031,-0.1658,-0.0601,-0.1125,-0.0018,-0.2254,-0.0136,-0.0357,-0.1414,-0.0245,0.0617,0.0149,-0.0915,0.0183,0.0213,-0.0583,0.0569,-0.11359999999999999,0.0837,0.039099999999999996
1981.3333333333333,0.011544227332566243,0.01122975377891915,0.00824589802601439,-0.0018,0.034,0.0824,0.0504,0.099,0.0343,0.014,0.0803,-0.1128,0.0168,-0.0141,-0.0328,-0.0871,0.0826,0.0179,-0.0605,-0.0535,0.1046,0.201,-0.0719,0.0827,0.0412,0.0016,0.0867,-0.05995,0.0403,0.06395
1981.4166666666667,0.013475005918561427,-0.007618708161151244,0.008549940946070405,0.0199,-0.0393,-0.0217,-0.0407,-0.013,0.0538,-0.074,0.0479,-0.0381,-0.0149,-0.0054,0.0579,0.0655,0.0226,-0.0471,-0.0205,0.0209,-0.1135,-0.1755,0.0411,-0.0042,-0.0472,-0.0181,0.0435,0.061700000000000005,-0.0008999999999999998,-0.001850000000000001
1981.5,0.012397818260468364,-0.0012178012234131238,0.011426248734920156,-0.052,-0.0175,-0.0123,-0.0521,-0.0185,-0.1519,0.0253,-0.0917,0.0175,-0.0302,-0.0036,0.0219,0.1002,-0.0251,0.0686,0.113,0.0598,-0.0944,-0.1287,-0.0566,0.0213,-0.0307,0.0,-0.0879,0.06105,-0.03215,-0.059300000000000005
1981.5833333333333,0.012804281583558433,-0.054553218746663835,0.007652923139986772,-0.0841,-0.0481,-0.0494,-0.0614,-0.1085,-0.0372,-0.0481,-0.0717,0.0034,-0.0025,-0.1769,-0.05,-0.0534,0.0186,-0.0963,-0.0989,-0.0125,-0.0721,-0.108,-0.12,0.0153,-0.0856,-0.1037,-0.0023,-0.0517,-0.06675,-0.043949999999999996
1981.6666666666667,0.012440879266438937,-0.06215827509152286,0.010126733936973055,-0.0153,-0.1076,-0.02,0.0806,0.0324,-0.0918,-0.0968,-0.0685,-0.1863,-0.0181,-0.1732,-0.0423,-0.0752,-0.2596,-0.1402,-0.1908,-0.0825,-0.0126,-0.0446,-0.1018,0.0252,-0.0377,-0.0189,0.051,-0.05875,-0.01765,0.00665
1981.75,0.012054019462497303,0.05751402046829944,0.002148348429999857,0.0388,-0.0425,-0.0625,0.1331,0.0521,0.123,0.1741,0.0264,-0.0254,-0.0485,-0.0904,-0.0241,-0.021,-0.0057,0.0957,0.1814,-0.1107,-0.0723,-0.0467,0.067,0.0984,-0.1821,0.0077,0.0244,-0.02255,-0.01185,-0.07885
1981.8333333333333,0.01067607992440413,0.047207291423229644,0.0028577008818384056,0.0352,-0.0302,0.0044,-0.0357,0.0445,0.0381,-0.01,0.0294,0.0565,0.075,0.2515,0.1029,0.099,0.1351,0.0,0.0355,0.0895,-0.0324,0.0839,0.0097,-0.0273,0.0301,0.0782,-0.0238,0.10095000000000001,0.0198,0.0031499999999999983
1981.9166666666667,0.008737837943559982,-0.028444886958611432,0.0028499703471018944,-0.0515,-0.0233,0.0088,-0.0315,-0.0279,-0.0358,-0.0233,0.0271,-0.0058,0.0436,-0.0537,-0.0458,-0.0631,-0.1186,-0.0205,-0.1109,0.0265,-0.0622,-0.1484,0.022,0.0039,0.0405,0.0252,-0.0315,-0.05445,-0.021349999999999997,0.0045000000000000005
1982.0,0.007958401649852329,-0.025084222677692267,0.003552255221687259,0.0698,0.0556,0.0859,-0.0268,0.0347,-0.0431,0.004,0.0174,-0.1042,0.1187,-0.0545,-0.02,-0.1178,-0.0936,-0.0336,-0.0336,-0.0854,0.0561,-0.0152,-0.0762,-0.0391,-0.013,0.0633,0.0605,-0.0689,0.07785,0.02375
1982.0833333333333,0.009237480505962183,-0.051845900114179354,0.003186019170769323,-0.0093,0.052,0.0408,-0.0589,0.0,0.0275,0.0113,0.0479,-0.1814,-0.014,-0.0367,-0.0367,-0.1537,-0.0691,-0.1134,-0.2129,-0.1517,0.1449,0.0692,-0.1082,-0.0501,-0.0105,-0.0711,-0.0285,-0.0952,0.01575,-0.0195
1982.1666666666667,0.00980240414968375,-0.009213301305536251,-0.0010591126461419805,0.1343,0.0217,0.0784,0.13,0.0069,0.0375,-0.0434,-0.034,-0.0989,-0.0343,-0.0516,-0.0217,-0.0426,-0.0352,-0.1055,-0.1529,-0.105,0.0383,0.0863,0.0959,0.0439,0.1081,0.0414,-0.014,-0.03215,0.10635,0.04705
1982.25,0.011292047486511173,0.041916129156725684,0.004239917095081963,0.0263,0.0567,0.0473,-0.0056,0.1014,0.0778,0.1443,0.0203,-0.0446,0.0753,0.0,0.0044,0.1507,0.0584,0.0792,0.0451,-0.1406,-0.0246,0.0,-0.0215,0.0336,0.0183,-0.019,0.0535,0.07755,0.0368,0.0359
1982.3333333333333,0.010585708711650052,-0.027712799116153097,0.00985019339445527,-0.0146,-0.047,-0.0176,-0.016,-0.1009,0.0022,-0.0207,0.0033,-0.0667,-0.0294,-0.0172,0.0177,0.0554,0.131,-0.0489,-0.1036,0.0303,0.0424,-0.1258,-0.0549,-0.0541,0.0413,0.0194,-0.1126,0.03655,-0.0161,-0.03565
1982.4166666666667,0.009573141284382445,-0.02252283706492139,0.01219086291740832,0.0265,0.05,0.0753,0.0914,-0.0027,0.0314,0.0,-0.0841,-0.0243,-0.0142,0.0146,-0.0089,-0.0745,-0.1144,-0.1202,-0.0854,-0.071,0.1057,0.1136,-0.014,-0.0308,0.0408,0.0297,0.0468,-0.0417,0.0509,0.043800000000000006
