Time,Risk-free Rate,VW Return,Inflation,Sears,K-Mart,Penney,Mcdonalds,Citicorp,Disney,Dun&Brads,Marriott,Fluor,IBM,Centex,Exxon,Amoco,Imperial_Oil,Schlumberger,Halliburton,Can_Pacific,Delta,United,Dow,GTE,GM,Kodak,JPMorgan,Oil Port,Retail Port,Mixed Portfolio
1982.5,0.010507062183696379,-0.020418103532254015,0.005505817372496367,-0.0129,-0.0544,0.0567,0.0269,-0.0249,-0.1362,0.0688,0.0616,-0.2,0.0825,-0.0289,-0.0631,-0.1207,0.0909,-0.0654,-0.1022,0.0516,-0.1177,-0.0476,-0.0241,0.0273,-0.042,0.0254,-0.0483,-0.09190000000000001,0.0219,-0.04515
1982.5833333333333,0.007622586742151993,0.12487652233868357,0.002053034045438555,0.2073,0.2374,0.0895,0.1177,0.0765,0.0665,0.1226,0.2014,0.2315,0.0874,0.2381,0.125,0.143,0.2324,0.021,-0.0089,0.2147,0.0546,0.25,0.2222,0.132,0.1456,0.0992,0.132,0.134,0.1484,0.1388
1982.6666666666667,0.005118252125076448,0.012465153560083273,0.0017080070748978062,-0.0165,-0.0059,0.0733,-0.0107,0.059,0.0517,0.025,0.0699,0.0346,0.0408,0.0697,-0.0175,0.0157,-0.0526,-0.0345,-0.0203,-0.0289,-0.1394,-0.1486,-0.0657,0.02,-0.0362,-0.0106,0.0646,-0.0009000000000000015,0.0284,0.0142
1982.75,0.005901157013639399,0.11642838847882259,0.0027279962530948757,0.2793,0.0651,0.082,0.1175,0.3182,0.1656,0.1326,0.1064,0.2427,0.0886,0.2973,0.058,0.0154,0.1278,0.0571,0.1917,0.1316,0.1713,0.443,0.133,0.2549,0.2172,0.0721,0.1603,0.0367,0.18065,0.18875
1982.8333333333333,0.006341978202704254,0.04721855789435271,-0.0017000620771279351,0.1123,0.1667,0.0561,0.0083,0.0069,0.0027,0.0626,0.1058,0.0414,0.0937,0.1042,-0.0295,-0.0407,-0.0873,0.0608,0.04,0.0233,0.2885,0.2605,0.0194,0.0495,0.0656,0.0936,-0.0166,-0.0351,0.0842,0.0245
1982.9166666666667,0.006737842835857098,0.016042221613682236,-0.004099917811668589,-0.0437,-0.1538,-0.0652,-0.0041,-0.0978,-0.0398,0.0051,0.019,-0.1046,0.1127,0.0456,0.0625,0.0258,0.0164,0.194,0.1991,0.0648,0.0926,-0.0185,0.0029,0.0061,0.0418,-0.0875,0.0251,0.04415,-0.05445,0.03345
1983.0,0.006864080436105774,0.03815413565152622,0.002394273767683498,-0.0498,0.1989,0.0853,-0.0191,0.0846,0.0652,0.0432,-0.1047,0.1859,0.0273,-0.0843,0.0126,0.0157,-0.0591,-0.0268,-0.0318,0.0345,0.0396,0.0226,0.1111,0.012,0.014,-0.0087,-0.0167,0.01415,0.017750000000000002,-0.0013499999999999996
1983.0833333333333,0.0061858716221595885,0.027868380433602527,0.0003408753265993718,0.0962,0.0616,0.0649,0.1208,0.039,0.1095,0.1113,0.0979,-0.1351,0.01,0.0658,-0.0042,-0.0167,0.053,-0.1377,-0.065,0.1833,0.0272,0.0184,0.0783,-0.0302,-0.0182,0.0645,0.0226,-0.01045,0.08055,0.002199999999999999
1983.1666666666667,0.006326259748456235,0.03382210445588435,0.0006820392992412778,0.1331,0.1306,0.0925,0.0397,0.1323,0.0257,0.0683,0.1016,0.01,0.0278,0.1065,0.0556,0.1154,0.0385,0.0988,0.0751,0.001,-0.016,-0.0325,-0.0984,0.0063,-0.0345,-0.0861,0.1204,0.08549999999999999,0.1128,0.042949999999999995
1983.25,0.007139999425227591,0.07324028748856175,0.0071570175030714715,0.1886,0.0837,0.0957,0.0109,0.1037,0.0213,0.0392,0.0731,0.1,0.1499,0.1061,0.1457,0.1035,0.2064,0.0556,0.011,0.0887,-0.0432,0.0112,0.2046,0.0808,0.1537,0.0319,0.1048,0.12459999999999999,0.14215,0.12925
1983.3333333333333,0.006906877340558169,0.00719341086875543,0.005414981382874462,-0.0687,-0.0766,-0.0932,-0.0899,-0.1022,-0.0369,0.0262,0.0424,0.017,-0.041,-0.053,-0.0247,-0.0219,0.01,0.0748,0.0044,-0.0619,-0.0452,-0.0074,0.0,-0.0148,-0.0332,-0.1355,-0.0723,-0.0233,-0.08095,-0.052750000000000005
1983.4166666666667,0.006660751962784437,0.03882916646119953,0.0033657700264181608,0.0747,0.1205,-0.0021,0.0397,-0.0161,-0.0982,-0.0272,0.0967,-0.0357,0.0809,-0.07,0.0,0.1135,0.0219,0.1183,0.1941,0.1121,0.0119,0.2119,0.0174,-0.0326,0.1086,0.0,-0.0578,0.05675,0.0363,0.025400000000000002
1983.5,0.0074019864322419525,-0.029905418181386655,0.004026157800797645,0.0272,-0.0681,-0.0077,-0.0573,-0.0791,-0.0657,-0.104,-0.0387,-0.0351,0.001,0.0,0.063,-0.0316,0.0644,-0.0046,-0.0337,-0.0346,-0.2588,-0.1442,0.0113,0.0951,0.012,-0.0344,-0.0087,0.0157,0.009749999999999998,0.0016500000000000004
1983.5833333333333,0.007616138912006123,0.010035190448423414,0.0033410281130607862,-0.1087,0.066,-0.0491,-0.0183,-0.0069,-0.0655,0.1054,0.0235,0.0485,0.0006,-0.0776,0.0815,0.0541,0.0253,0.0674,0.1244,-0.0489,0.0802,-0.086,0.1004,-0.0252,-0.0377,-0.0357,-0.0123,0.0678,-0.0789,-0.024999999999999998
1983.6666666666667,0.007607314606323494,0.016669492688677304,0.004994881772637693,-0.0267,0.04,0.0449,0.0704,0.0061,0.0531,0.0183,-0.025,-0.0717,0.0617,0.1192,-0.0395,-0.0554,-0.004,-0.0434,-0.0285,0.0968,0.0406,-0.0902,-0.0014,0.0234,0.048,0.028,-0.0046,-0.04745,0.0091,0.0217
1983.75,0.007610717952467116,-0.021276511255743046,0.002651196111414282,0.0788,0.035,0.0502,0.0793,-0.1185,-0.0093,-0.0619,-0.0505,-0.1384,-0.001,-0.0544,0.0479,0.0026,-0.1235,-0.0435,-0.1173,-0.0472,0.039,0.0172,-0.0548,0.0429,0.0526,-0.0273,-0.0799,0.025249999999999998,0.0645,-0.013649999999999999
1983.8333333333333,0.00703498466138196,0.027508530484563986,0.0016518143033880945,0.0541,0.0411,0.0083,0.0198,0.1621,-0.2106,0.0238,0.0816,0.0365,-0.0665,0.0796,0.0078,0.0066,0.1193,-0.0837,0.0253,0.0858,0.1201,0.1398,-0.0507,0.0301,-0.0484,0.1148,0.1223,0.0072,0.031200000000000002,0.036950000000000004
1983.9166666666667,0.0072690885323463735,-0.008418591978645543,0.001319914777199768,-0.0973,-0.1307,-0.0717,-0.0053,0.023,0.0969,0.0377,-0.0641,-0.0169,0.0394,-0.0389,-0.0099,0.041,-0.0246,0.0498,0.059,-0.0114,-0.0275,0.0929,0.0328,-0.0541,0.0223,0.0393,-0.0387,0.015550000000000001,-0.08449999999999999,-0.008199999999999999
1984.0,0.007599836756777217,-0.009732515122432924,0.005601114087850635,-0.0067,-0.0338,-0.0721,-0.0425,0.0236,0.0689,-0.0968,-0.079,0.0652,-0.0645,-0.0598,0.0635,0.0419,-0.021,-0.0725,-0.1084,-0.0155,-0.0126,-0.0306,-0.0524,-0.0114,-0.0252,-0.0427,0.1391,0.0527,-0.0394,0.05695
1984.0833333333333,0.007137108320234603,-0.036578156856594816,0.00458727034949111,-0.0592,-0.1005,-0.0168,-0.0446,-0.0395,-0.1111,-0.0643,-0.0209,0.0748,-0.0256,0.0454,-0.0113,0.0355,0.0397,0.035,0.0715,-0.0723,-0.1172,-0.1579,-0.1146,-0.1012,-0.0328,-0.0583,-0.0766,0.0121,-0.038,-0.0547
1984.1666666666667,0.00727987966794879,0.01607416404746699,0.002282943736625566,-0.0109,0.0568,-0.0024,0.0681,-0.0544,0.3435,0.113,-0.0294,0.124,0.034,0.0109,0.0032,0.0278,0.0083,0.107,0.1246,-0.057,0.0652,0.0917,0.15,-0.0164,-0.0597,-0.0626,-0.0406,0.0155,-0.00665,-0.05015
1984.25,0.008139214392336247,0.004847429219317445,0.00488110437781966,0.0037,-0.0413,0.0606,-0.02,-0.0037,-0.0598,0.0022,0.0442,-0.0284,-0.0022,-0.0948,0.1036,0.009,0.0124,0.0307,-0.0379,-0.0254,-0.085,0.0343,0.0197,0.03,0.0289,-0.0471,0.0392,0.056299999999999996,0.03215,0.03405
1984.3333333333333,0.007836989441099573,-0.05161319335426478,0.0029146430561122474,-0.101,0.0193,-0.0607,-0.0645,-0.1476,-0.004,-0.091,-0.05,-0.1637,-0.0444,-0.1143,-0.0446,0.029,-0.0198,-0.1239,-0.0921,-0.0781,-0.0699,0.0185,-0.1235,-0.0421,-0.0505,0.1051,-0.0808,-0.0078,-0.08085,-0.06565
1984.4166666666667,0.007533649767647932,0.022441299577986268,0.0032300880807532373,0.0456,0.0598,0.01,0.0958,0.0784,-0.2387,0.134,0.105,-0.0364,-0.0186,0.0457,0.0219,0.0044,-0.1218,-0.0469,-0.0912,-0.0034,-0.012,0.0217,0.0026,0.031,0.0502,0.0453,-0.0137,0.01315,0.027800000000000002,0.018250000000000002
1984.5,0.008185224844244016,-0.01759778067279683,0.003218872941897334,0.0437,-0.0081,0.0092,0.0516,-0.0286,0.1135,0.0106,0.0092,-0.0803,0.0473,-0.0515,-0.0583,-0.0613,-0.0096,-0.1243,-0.119,-0.0367,0.0447,0.0674,0.0134,0.0,0.0574,0.0668,-0.006,-0.0598,0.02645,0.0257
1984.5833333333333,0.008305878728242972,0.11294122695963783,0.004171012590198313,0.1008,0.0954,0.0025,0.0591,0.1639,0.0687,0.0788,0.0982,0.0476,0.1273,0.1033,0.1427,0.0769,0.2616,0.2177,0.1291,0.2373,0.0397,0.01,0.1013,0.1009,0.0814,0.0271,0.1134,0.1098,0.05165,0.0974
1984.6666666666667,0.008588927126605462,0.0019318865392625407,0.004792210521061725,-0.0315,0.0449,0.032,-0.0074,0.0762,0.0497,-0.0526,0.0379,0.097,0.004,0.0419,0.0407,0.0526,0.0232,-0.0404,-0.0038,-0.0338,0.0075,0.0331,-0.0816,0.0124,0.0493,-0.0532,0.0709,0.04665,0.0002500000000000002,0.0601
1984.75,0.009957390870081167,0.0015933311011302922,0.002544132647934895,-0.065,0.0287,0.0256,0.0462,-0.0272,-0.0276,0.0514,-0.0144,-0.0833,0.0119,0.1513,-0.0223,-0.0333,-0.0264,-0.0897,-0.0608,0.0036,0.1612,0.1122,0.0266,-0.0092,0.0389,0.0053,0.0327,-0.027800000000000002,-0.019700000000000002,0.0358
1984.8333333333333,0.007333610246352151,-0.009763801311830671,0.0,-0.025,-0.0227,-0.0682,-0.0191,0.0,0.024,-0.0259,-0.0648,-0.0303,-0.0231,-0.0052,0.008,-0.0808,0.0016,-0.0806,-0.0461,0.0391,-0.0258,-0.0807,-0.0086,-0.018,-0.0308,0.0101,-0.0083,-0.0364,-0.0466,-0.01955
1984.9166666666667,0.006426302602976939,0.02408170550937875,0.0006338044789038872,0.0201,0.0144,-0.0631,0.0024,0.0983,0.0264,0.0628,0.0521,-0.0719,0.0113,-0.0443,0.0405,0.0047,0.0,-0.0019,-0.0172,0.0484,0.1556,0.1104,-0.0278,0.0417,0.0503,0.0141,0.0703,0.022600000000000002,-0.021500000000000002,0.0603
1985.0,0.006474040988654253,0.08023128921761813,0.0019018026895877183,0.1339,0.1348,0.0666,0.1105,0.0968,0.2422,0.0667,0.0875,0.2712,0.1076,0.1585,0.0667,0.1007,0.0703,0.0492,0.0877,0.1316,-0.0097,0.0227,0.0773,0.0431,0.0606,0.0191,0.1147,0.0837,0.10025,0.08765
1985.0833333333333,0.005780873849799732,0.016398560434395273,0.004113013267086049,0.0018,-0.1079,-0.0281,0.0547,-0.0147,0.0471,0.0031,0.0334,0.0,-0.0094,-0.0943,0.0073,0.0719,-0.0136,0.05,0.0387,0.0145,0.0872,0.0722,0.0084,0.0241,-0.0286,-0.0335,0.0371,0.0396,-0.01315,0.00425
1985.1666666666667,0.006159790567017932,1.725560030506332e-05,0.004411372267277061,-0.0421,-0.0495,-0.0026,-0.0166,0.0463,0.0151,0.0323,-0.0219,0.0053,-0.0522,-0.0599,0.0579,0.002,0.1381,-0.0762,-0.0354,-0.0028,-0.0027,-0.0365,-0.0142,-0.0557,-0.0818,-0.0214,0.0066,0.02995,-0.02235,-0.0376
1985.25,0.0071622547202294835,-0.0031059544598056156,0.004077688224364563,-0.0073,-0.0037,-0.0086,0.0253,0.0116,-0.027,-0.0069,-0.0015,0.0067,-0.0039,-0.0222,0.0249,0.071,0.023,0.0162,0.0286,0.0058,-0.1233,-0.1297,0.0345,0.0031,-0.0736,-0.0274,0.0637,0.04794999999999999,-0.00795,-0.004949999999999996
1985.3333333333333,0.006633776026157191,0.05861541337505977,0.0037498569360196877,0.1532,0.1709,0.1078,0.1025,0.0943,0.1393,0.1231,0.1084,-0.0795,0.0255,0.1364,0.065,-0.0386,0.0042,-0.0288,0.0182,0.0488,0.1792,0.3385,0.1333,0.0779,0.0776,0.0171,0.0547,0.0132,0.1305,0.06615
1985.4166666666667,0.0055463009499645815,0.016517439617002035,0.003100343290225412,-0.0065,-0.0129,0.0024,0.0262,0.0431,0.079,-0.0063,0.0273,-0.0014,-0.0379,0.0425,-0.0023,0.0464,-0.09,0.0243,-0.0751,-0.0572,0.0208,0.0,0.0647,-0.0556,0.0052,-0.0084,0.0282,0.02205,-0.0020499999999999997,0.0167
1985.5,0.006246034287228067,-0.0028470414895978144,0.0015509233967655968,-0.0684,-0.0912,-0.0322,-0.0369,-0.0304,-0.0719,-0.03,-0.0132,0.0362,0.0616,-0.024,-0.0255,-0.0039,0.0283,0.0032,0.0214,0.0,0.0076,0.0256,0.0315,0.0062,-0.0174,0.0198,-0.0558,-0.0147,-0.0503,-0.0366
1985.5833333333333,0.00550176295849308,-0.004194035436373293,0.0021700125074579583,-0.0261,-0.0473,-0.0127,-0.0171,-0.0627,0.0258,-0.0172,0.0148,-0.0769,-0.0278,-0.0837,0.0209,0.0305,0.0837,-0.0548,-0.0226,-0.0614,-0.0662,0.0046,-0.0271,0.0225,-0.03,-0.021,-0.0154,0.0257,-0.0194,-0.022699999999999998
1985.6666666666667,0.006049095796326861,-0.03725734131612368,0.0030911204567696223,-0.0436,-0.0456,0.0,0.0039,-0.0849,-0.0582,-0.0533,-0.0568,-0.0773,-0.0217,-0.0296,-0.0166,0.0096,-0.0575,-0.0567,-0.113,-0.0962,-0.1117,-0.1409,-0.0293,-0.046,-0.0056,0.0,-0.059,-0.0035000000000000005,-0.0218,-0.032299999999999995
1985.75,0.006487895273729475,0.04400263827381521,0.00308201067198148,0.0494,0.0638,0.0173,0.0324,0.0895,0.0969,0.0563,0.0646,-0.0744,0.0484,0.05,0.0602,0.0411,0.0034,-0.0292,-0.0245,0.0,-0.0828,0.0106,0.0618,0.0161,-0.0037,0.0,0.177,0.05065,0.03335,0.08664999999999999
1985.8333333333333,0.006082347532688889,0.06850825167612178,0.0033799066251442677,0.0816,0.0629,0.0946,0.1198,0.0623,0.0761,0.0757,0.1187,0.0982,0.0845,0.037,-0.0132,-0.0056,0.0832,0.0752,0.0884,0.0521,0.0201,0.0262,0.0651,0.1086,0.0693,0.1559,0.0883,-0.0094,0.08810000000000001,0.07880000000000001
1985.9166666666667,0.0065036013634367715,0.0442089449582797,0.002449897121048485,0.0576,0.0071,0.0374,0.0819,0.0654,0.1432,0.0452,0.0298,0.0146,0.1127,0.0383,0.0328,-0.0782,-0.0818,0.0294,0.0329,0.0761,0.0297,0.0205,0.0662,0.0698,0.0308,0.0202,0.1358,-0.0227,0.0475,0.0833
1986.0,0.00559017092873156,0.006690760337311314,0.003054236998035795,0.0128,0.0353,0.0827,-0.0096,0.0051,0.0476,0.0537,0.0963,0.0161,-0.0257,-0.0345,-0.0612,-0.0675,-0.1164,-0.0856,-0.1136,-0.037,0.1218,0.0804,0.0244,0.0598,0.0515,-0.0469,0.0019,-0.06435,0.04775,0.026699999999999998
1986.0833333333333,0.005295986204189198,0.07271031523969422,-0.002741057295920995,0.1377,0.0983,0.084,0.1189,0.1008,0.1776,0.128,0.1308,0.1587,0.0031,0.1837,0.0271,0.0198,-0.0143,-0.1011,-0.0482,-0.0385,-0.0546,0.1,0.1607,0.0521,0.0676,0.172,0.1206,0.02345,0.11085,0.09409999999999999
1986.1666666666667,0.005953836523598647,0.05536888513170075,-0.004580076089508019,0.1124,0.116,0.0659,0.0783,0.1531,0.0795,0.0619,0.0817,-0.063,0.0041,0.097,0.067,0.0108,0.0675,0.0683,-0.0055,0.1669,0.076,-0.0106,0.0836,0.0619,0.1093,0.1161,0.0988,0.038900000000000004,0.08915000000000001,0.10405
1986.25,0.005208237921581808,-0.012945533448754059,-0.002147157122051037,-0.1212,0.0169,0.0345,0.0324,-0.0421,0.1967,-0.006,0.0788,0.0147,0.0314,0.0118,0.0157,0.0085,-0.0929,-0.0551,-0.0276,-0.1207,0.0593,0.0665,0.0334,-0.0559,-0.0725,-0.068,0.0446,0.0121,-0.04335,-0.013949999999999997
1986.3333333333333,0.0049338571481676325,0.05148025639972057,0.003074010092177775,0.1049,0.1684,0.1578,0.0339,0.0377,0.0474,0.0695,0.1143,0.0652,-0.0178,0.035,0.0733,0.0943,0.0013,0.0792,-0.0227,0.0196,-0.0429,-0.0342,0.0485,0.0057,0.0125,0.0473,0.0915,0.0838,0.13135,0.052
1986.4166666666667,0.005245971023065311,0.014634694385963244,0.004903109943290714,0.0184,0.0833,0.0444,0.0688,-0.0363,0.1666,0.0664,0.0622,-0.1102,-0.0386,0.0432,0.0167,-0.0568,-0.0909,0.071,0.0471,-0.0607,-0.07,-0.0816,0.0189,0.0798,-0.0267,-0.029,-0.0113,-0.020050000000000002,0.0314,-0.019
1986.5,0.005199946607925122,-0.0557109500998965,0.0003000771067847146,-0.1134,-0.044,-0.0675,-0.1225,-0.1173,-0.1164,-0.0949,-0.1141,-0.2,-0.0956,-0.1263,-0.0021,-0.0299,-0.0227,-0.1636,-0.191,-0.1443,0.0181,-0.0478,-0.0588,0.0162,-0.1224,-0.0362,-0.0157,-0.016,-0.09045,-0.06905
1986.5833333333333,0.004600310531193333,0.07224575947140609,0.0017999225251651614,0.0742,-0.0461,-0.0063,-0.0176,0.0815,-0.0568,0.0736,-0.0152,0.1154,0.0555,0.1322,0.1486,0.1952,0.1781,0.1826,0.2222,0.0361,0.0179,0.0861,0.0463,0.0738,0.0752,0.0178,0.1012,0.1719,0.03395,0.0882
1986.6666666666667,0.004499922389188092,-0.07838774020688172,0.004899934163718806,-0.1257,-0.1068,-0.11,-0.0994,-0.1109,-0.1325,-0.1135,-0.1144,-0.1052,-0.0306,0.0967,-0.0236,-0.0581,0.0598,0.0015,0.0,0.0778,0.0263,0.0089,-0.042,-0.0923,-0.059,-0.0637,-0.1419,-0.04085,-0.11785000000000001,-0.10045
1986.75,0.004644937060941334,0.05254930285950146,0.0009102008062226207,0.0844,0.0652,0.129,0.1155,0.0397,0.1108,0.0591,0.0522,-0.0583,-0.0809,-0.0833,0.0112,0.0204,0.0075,-0.0519,0.0115,-0.0217,0.1339,0.0154,0.042,0.1537,0.0498,0.1479,0.0385,0.0158,0.1067,0.044149999999999995
1986.8333333333333,0.003903920780866184,0.017947385705812814,0.0009077246952921688,0.0245,0.0331,0.0528,0.006,0.0097,-0.0171,0.0071,0.0165,0.0206,0.0372,0.0618,0.0316,0.0382,0.0161,0.0391,0.1421,0.0556,-0.0177,0.0216,0.0559,0.0191,0.0422,0.1207,0.0119,0.0349,0.038650000000000004,0.02705
1986.9166666666667,0.004874145305377404,-0.025930001035273906,0.0009081943749212863,-0.0966,-0.1269,-0.1216,-0.0394,0.0192,0.0019,-0.0221,-0.0556,-0.0626,-0.0561,-0.1421,0.0126,-0.0387,0.1,-0.0361,-0.0201,0.0915,-0.0103,-0.1125,0.0,-0.0469,-0.0943,0.0111,-0.0243,-0.013049999999999999,-0.1091,-0.0593
1987.0,0.004150822164416068,0.12915895288682802,0.006039863928477152,0.1447,0.1396,0.1193,0.1485,0.0871,0.3101,0.1081,0.2241,0.1304,0.0729,-0.016,0.18,0.1035,0.1347,0.1457,0.2667,0.1651,0.161,0.0239,0.2115,0.0664,0.1401,0.1311,0.1303,0.14175,0.132,0.1352
1987.0833333333333,0.0043141274256920875,0.04205247420288335,0.003903202694774343,0.1374,0.1524,0.1885,0.0932,-0.0658,0.0509,0.0591,0.0775,0.1827,0.092,0.1545,-0.042,0.0097,-0.0196,0.0344,-0.0162,0.0917,0.1326,0.0094,0.0952,-0.0124,0.0083,0.0001,-0.0161,-0.01615,0.16294999999999998,-0.0039
1987.1666666666667,0.004706000426510217,0.025226606728355423,0.004485921695424524,-0.0073,0.0939,0.038,0.0393,-0.0516,0.0519,0.0397,-0.0055,0.0406,0.0762,-0.0651,0.0941,0.1096,0.2378,0.0811,0.1605,0.1583,-0.129,0.0581,0.0209,0.0186,0.0469,0.0016,-0.0525,0.10185,0.015349999999999999,-0.0028000000000000004
1987.25,0.004440923946782799,-0.015264704315506049,0.005359018695960233,0.0393,-0.0299,-0.0089,0.0095,0.0703,0.0301,-0.045,0.0296,-0.0781,0.0666,-0.0793,0.0102,0.011,-0.0468,0.0124,-0.025,-0.053,-0.1207,0.1517,0.0476,-0.0973,0.152,-0.0178,0.029,0.0106,0.015200000000000002,0.0905
1987.3333333333333,0.0037599949109592815,0.006385714642408338,0.0029607377487296223,-0.026,-0.0072,0.0552,-0.0133,0.0515,-0.0039,-0.0164,0.0288,0.161,0.0061,-0.1148,0.0147,0.0443,0.0501,0.0398,0.0549,-0.035,0.151,0.3244,0.0046,-0.0004,-0.0389,0.0611,-0.0084,0.0295,0.0146,-0.023649999999999997
1987.4166666666667,0.004819095871418519,0.04755692378941973,0.0041333010648454994,-0.0073,0.0585,0.0219,0.0095,0.0512,0.1302,0.0608,-0.027,0.0292,0.0156,-0.0069,0.0718,0.0495,0.0866,0.0835,0.0629,0.0922,0.0136,0.0332,0.0459,0.0548,-0.0308,0.0799,0.0958,0.06065,0.007299999999999999,0.0325
1987.5,0.004572890865890104,0.04699856910248196,0.002058089336385467,0.0519,0.0888,0.1499,0.0495,0.0411,-0.0017,0.0632,-0.0064,0.1277,-0.0092,0.0561,0.0094,-0.0314,0.0797,0.082,0.0724,0.14,0.0433,0.0559,0.0711,0.0844,0.0756,0.09,-0.0313,-0.011,0.1009,0.02215
1987.5833333333333,0.004711084697794779,0.03571051560072981,0.005574793122292952,0.0704,-0.0263,0.0417,0.0495,0.0329,0.1092,-0.0112,0.0579,-0.0377,0.0526,-0.0354,0.0691,0.0068,-0.0244,-0.0369,0.0,-0.0292,-0.0366,0.0503,0.0691,0.0211,0.0492,0.076,0.0647,0.03795,0.05605,0.05695
1987.6666666666667,0.00452097258833162,-0.020635856666521,0.004960810712628099,-0.0819,-0.0927,-0.072,-0.073,-0.0857,-0.0302,0.0246,-0.0811,0.0131,-0.1047,-0.0849,-0.0238,-0.034,-0.0043,-0.0132,-0.034,0.0115,-0.067,0.0164,0.0766,-0.0119,-0.0978,0.0149,-0.0589,-0.028900000000000002,-0.07694999999999999,-0.07835
1987.75,0.005972986409272218,-0.21814404174735277,0.0026130389468132613,-0.3036,-0.2817,-0.2436,-0.1551,-0.2823,-0.2871,-0.2435,-0.2053,-0.2516,-0.1874,-0.3266,-0.1234,-0.1363,-0.1441,-0.2513,-0.3099,-0.1796,-0.2598,-0.2687,-0.2994,-0.1024,-0.2952,-0.1791,-0.1762,-0.12985,-0.2736,-0.23570000000000002
1987.8333333333333,0.0034519139198627017,-0.0749681492327292,0.0014479572996362593,-0.0934,-0.059,-0.0402,-0.0934,-0.1358,-0.052,-0.0659,-0.0875,-0.1724,-0.0869,-0.0149,-0.1261,-0.0699,-0.1843,-0.1536,-0.1204,-0.1533,-0.1368,-0.0782,0.049,-0.0267,-0.015,-0.1803,-0.1842,-0.098,-0.0668,-0.0996
1987.9166666666667,0.003913937517715951,0.06878706587318713,-0.00029959584377116247,0.0388,0.1018,0.0389,0.0667,0.0643,0.1313,0.1526,0.0977,0.1458,0.0429,0.0492,0.0374,0.0656,0.0978,-0.0194,0.0532,0.1027,0.1207,0.0554,0.1665,-0.007,0.0887,0.0829,0.1815,0.051500000000000004,0.038849999999999996,0.1351
1988.0,0.002942077951217707,0.0452058219655625,0.0025995325692167296,0.0187,0.0756,-0.0001,0.0312,0.1524,-0.0176,0.0114,0.0292,-0.0364,-0.0271,-0.0073,0.1016,0.0833,-0.0201,0.1348,0.1566,0.0315,0.1616,0.0035,-0.1222,0.0954,0.0713,-0.1122,0.0241,0.09245,0.009300000000000001,0.0477
1988.0833333333333,0.004555933903678404,0.049573888141324275,0.0025932442439031665,0.1209,0.1067,0.1337,0.0497,-0.0059,0.0559,-0.0925,-0.0202,0.3019,0.0554,0.2555,0.0268,0.01,0.0787,0.069,0.1179,0.1603,0.1258,0.0592,0.0886,0.0066,0.1179,0.0075,0.0101,0.0184,0.1273,0.064
1988.1666666666667,0.004407087232391291,-0.022369202515028698,0.004309960460181948,-0.053,-0.0498,-0.0026,-0.0842,-0.0893,-0.0367,-0.0602,-0.0231,0.058,-0.084,-0.0552,-0.0147,-0.0168,0.052,-0.0057,0.0669,-0.0003,0.0596,0.0954,-0.0454,-0.0717,-0.0121,-0.0605,-0.1033,-0.01575,-0.0278,-0.0577
1988.25,0.004616060108063573,0.010659284000986466,0.005149983436206797,0.0035,0.0037,-0.0051,-0.0086,0.0651,-0.0258,0.016,0.0085,-0.0137,0.0534,0.0988,0.0684,0.0647,0.0104,0.0909,-0.0074,0.0132,-0.0513,-0.015,0.0015,-0.0105,0.0508,0.0,-0.0602,0.06655,-0.0008000000000000001,-0.004699999999999999
1988.3333333333333,0.00505289559297301,0.0037329902738191456,0.003416024041369566,-0.0174,0.0098,-0.0209,0.0235,0.1938,0.0087,0.0459,-0.0336,0.0,0.002,0.191,0.015,-0.0304,-0.0621,0.0047,-0.0297,-0.0588,-0.0119,0.0076,0.0077,0.0533,0.0183,0.0417,0.152,-0.0077,-0.01915,0.08515
1988.4166666666667,0.004853068890289149,0.048907470918926575,0.0042549417008743455,0.0612,0.0485,0.0373,0.0483,0.0419,0.0862,-0.0025,0.0148,0.1944,0.1322,0.0212,0.0083,-0.0284,0.0138,-0.1037,-0.0927,0.0764,0.1549,0.1846,0.1122,0.0719,0.0666,0.0774,0.0903,-0.01005,0.04925,0.07845
1988.5,0.005072239246439552,-0.0060127248978216865,0.004237245168141786,-0.0034,-0.0391,-0.0283,-0.0244,0.0199,0.0036,0.0178,-0.0215,0.0349,-0.0128,0.0232,0.0441,0.0653,0.0328,0.0299,-0.0128,-0.0325,-0.0818,-0.0115,-0.044,0.0224,0.0,0.0083,-0.0418,0.0547,-0.01585,-0.0209
1988.5833333333333,0.005937846797923281,-0.02850536025400261,0.00421859932195576,-0.0204,-0.0273,-0.0107,-0.0302,-0.045,-0.0079,-0.0437,-0.0526,-0.0449,-0.1046,-0.0091,-0.0069,-0.0177,-0.0743,-0.0384,-0.0733,-0.094,-0.0733,-0.0879,-0.036,0.0449,-0.0749,-0.0466,-0.0235,-0.0123,-0.015550000000000001,-0.049199999999999994
1988.6666666666667,0.006167021961108788,0.037994401743618976,0.006723300764951378,0.0739,0.1692,0.0892,0.092,0.0942,0.0359,0.0974,0.1731,-0.0108,0.0348,0.0616,-0.0376,-0.0199,-0.0461,0.0266,-0.0516,0.0537,0.0672,0.0793,0.0472,0.0608,0.0292,0.0465,0.0447,-0.02875,0.08155,0.03695
